A,B,C,D,AVERAGE
82.0,236.0,187.0,889.0,-50.0
39.0,308.0,92.0,428.0,-50.0
15.0,493.0,53.0,953.0,-50.0
851.0,669.0,970.0,104.0,-50.0
220.0,787.0,462.0,424.0,473.25
533.0,860.0,484.0,171.0,512.0
535.0,780.0,341.0,287.0,485.75
505.0,286.0,735.0,590.0,-50.0
329.0,643.0,222.0,442.0,-50.0
23.0,663.0,850.0,141.0,419.25
949.0,929.0,201.0,970.0,-50.0
246.0,831.0,68.0,770.0,-50.0
267.0,468.0,340.0,343.0,-50.0
61.0,966.0,288.0,610.0,-50.0
242.0,954.0,391.0,719.0,-50.0
625.0,57.0,305.0,776.0,-50.0
116.0,442.0,609.0,103.0,-50.0
108.0,103.0,135.0,66.0,-50.0
337.0,250.0,274.0,710.0,392.75
303.0,273.0,953.0,992.0,-50.0
898.0,622.0,612.0,552.0,671.0
432.0,284.0,687.0,830.0,-50.0
609.0,312.0,276.0,403.0,400.0
830.0,222.0,794.0,197.0,510.75
534.0,845.0,307.0,597.0,-50.0
961.0,732.0,506.0,887.0,-50.0
830.0,183.0,251.0,519.0,-50.0
520.0,984.0,798.0,820.0,-50.0
214.0,880.0,474.0,512.0,520.0
266.0,401.0,410.0,882.0,489.75
130.0,938.0,797.0,98.0,490.75
51.0,497.0,860.0,268.0,-50.0
610.0,400.0,46.0,277.0,-50.0
791.0,417.0,41.0,491.0,-50.0
179.0,58.0,334.0,19.0,-50.0
650.0,801.0,262.0,267.0,495.0
116.0,958.0,793.0,151.0,-50.0
591.0,169.0,459.0,197.0,354.0
734.0,356.0,684.0,913.0,671.75
215.0,384.0,624.0,589.0,-50.0
37.0,558.0,760.0,309.0,-50.0
963.0,477.0,215.0,55.0,427.5
276.0,296.0,218.0,5.0,198.75
769.0,432.0,47.0,833.0,520.25
268.0,778.0,758.0,720.0,631.0
130.0,767.0,895.0,402.0,548.5
610.0,327.0,347.0,593.0,469.25
615.0,734.0,806.0,144.0,574.75
243.0,358.0,612.0,417.0,-50.0
995.0,611.0,793.0,651.0,-50.0
375.0,978.0,469.0,592.0,-50.0
182.0,410.0,438.0,549.0,-50.0
87.0,262.0,915.0,592.0,-50.0
703.0,1.0,464.0,813.0,-50.0
958.0,952.0,179.0,170.0,-50.0
700.0,622.0,961.0,958.0,-50.0
335.0,929.0,599.0,434.0,574.25
133.0,709.0,246.0,478.0,391.5
76.0,675.0,470.0,950.0,542.75
923.0,606.0,200.0,936.0,-50.0
498.0,336.0,912.0,164.0,-50.0
830.0,375.0,490.0,234.0,482.25
391.0,61.0,64.0,528.0,-50.0
817.0,300.0,72.0,631.0,-50.0
228.0,181.0,507.0,525.0,360.25
92.0,875.0,886.0,423.0,569.0
279.0,82.0,21.0,832.0,303.5
623.0,6.0,731.0,853.0,553.25
69.0,462.0,112.0,531.0,-50.0
466.0,133.0,907.0,391.0,-50.0
271.0,903.0,773.0,854.0,-50.0
598.0,600.0,72.0,572.0,460.5
336.0,195.0,315.0,261.0,276.75
116.0,844.0,622.0,821.0,600.75
435.0,474.0,573.0,9.0,372.75
23.0,627.0,445.0,854.0,-50.0
565.0,648.0,56.0,801.0,-50.0
403.0,182.0,352.0,830.0,441.75
978.0,623.0,61.0,788.0,-50.0
224.0,587.0,794.0,414.0,-50.0
428.0,254.0,935.0,4.0,405.25
160.0,683.0,338.0,156.0,-50.0
97.0,808.0,710.0,687.0,575.5
329.0,596.0,36.0,489.0,362.5
500.0,516.0,723.0,962.0,675.25
710.0,548.0,739.0,639.0,-50.0
757.0,87.0,817.0,977.0,-50.0
36.0,461.0,785.0,163.0,361.25
70.0,192.0,117.0,807.0,-50.0
454.0,378.0,135.0,828.0,448.75
883.0,829.0,586.0,245.0,635.75
252.0,212.0,52.0,988.0,-50.0
695.0,124.0,548.0,42.0,-50.0
837.0,590.0,676.0,861.0,741.0
291.0,968.0,460.0,391.0,527.5
45.0,875.0,886.0,378.0,-50.0
255.0,477.0,729.0,47.0,377.0
200.0,801.0,578.0,572.0,537.75
161.0,696.0,244.0,635.0,-50.0
378.0,388.0,447.0,459.0,418.0
987.0,798.0,354.0,278.0,-50.0
156.0,333.0,299.0,574.0,340.5
251.0,728.0,255.0,771.0,-50.0
557.0,188.0,14.0,374.0,283.25
268.0,911.0,484.0,12.0,-50.0
88.0,16.0,357.0,286.0,-50.0
508.0,710.0,307.0,715.0,-50.0
646.0,842.0,827.0,888.0,800.75
793.0,664.0,228.0,73.0,-50.0
357.0,561.0,858.0,528.0,-50.0
666.0,127.0,220.0,71.0,-50.0
563.0,120.0,118.0,515.0,329.0
832.0,140.0,692.0,552.0,-50.0
290.0,677.0,281.0,187.0,358.75
455.0,307.0,103.0,125.0,-50.0
921.0,97.0,373.0,523.0,-50.0
505.0,751.0,157.0,531.0,486.0
282.0,672.0,537.0,6.0,-50.0
895.0,990.0,483.0,299.0,-50.0
214.0,716.0,445.0,170.0,-50.0
370.0,96.0,280.0,309.0,263.75
158.0,633.0,623.0,965.0,594.75
145.0,981.0,401.0,52.0,394.75
681.0,885.0,442.0,779.0,696.75
269.0,25.0,814.0,846.0,488.5
617.0,984.0,504.0,445.0,-50.0
716.0,767.0,762.0,197.0,-50.0
882.0,10.0,410.0,594.0,474.0
392.0,995.0,492.0,895.0,693.5
600.0,491.0,672.0,835.0,-50.0
72.0,770.0,858.0,400.0,525.0
186.0,251.0,984.0,765.0,-50.0
337.0,667.0,779.0,19.0,450.5
997.0,50.0,283.0,57.0,-50.0
333.0,945.0,704.0,267.0,-50.0
852.0,958.0,656.0,4.0,-50.0
594.0,103.0,911.0,103.0,427.75
404.0,115.0,770.0,252.0,385.25
171.0,265.0,989.0,184.0,-50.0
633.0,559.0,727.0,422.0,585.25
28.0,962.0,420.0,58.0,367.0
681.0,618.0,654.0,660.0,-50.0
375.0,893.0,44.0,46.0,-50.0
311.0,261.0,83.0,964.0,-50.0
810.0,952.0,320.0,588.0,667.5
589.0,609.0,278.0,358.0,458.5
294.0,169.0,655.0,887.0,501.25
193.0,514.0,74.0,741.0,380.5
18.0,551.0,33.0,492.0,273.5
697.0,596.0,117.0,463.0,-50.0
654.0,273.0,78.0,490.0,-50.0
327.0,457.0,611.0,522.0,-50.0
634.0,503.0,822.0,416.0,-50.0
449.0,563.0,762.0,517.0,-50.0
772.0,124.0,749.0,372.0,504.25
552.0,927.0,15.0,57.0,-50.0
601.0,825.0,713.0,11.0,537.5
624.0,147.0,537.0,175.0,370.75
701.0,990.0,605.0,494.0,-50.0
477.0,504.0,200.0,139.0,-50.0
548.0,129.0,838.0,554.0,-50.0
77.0,326.0,280.0,582.0,316.25
203.0,934.0,606.0,296.0,509.75
115.0,471.0,346.0,637.0,392.25
892.0,581.0,929.0,7.0,-50.0
10.0,317.0,431.0,525.0,320.75
86.0,20.0,515.0,476.0,274.25
507.0,328.0,465.0,420.0,-50.0
482.0,9.0,52.0,512.0,-50.0
811.0,556.0,215.0,681.0,-50.0
371.0,991.0,263.0,757.0,-50.0
578.0,322.0,579.0,795.0,568.5
979.0,187.0,394.0,89.0,412.25
810.0,873.0,534.0,711.0,-50.0
108.0,370.0,228.0,548.0,-50.0
950.0,868.0,66.0,631.0,628.75
892.0,89.0,601.0,764.0,586.5
658.0,398.0,113.0,60.0,-50.0
503.0,559.0,417.0,842.0,580.25
861.0,550.0,46.0,587.0,-50.0
725.0,90.0,851.0,124.0,-50.0
985.0,916.0,318.0,46.0,-50.0
979.0,679.0,508.0,821.0,-50.0
610.0,126.0,272.0,350.0,-50.0
195.0,666.0,204.0,332.0,349.25
293.0,653.0,530.0,200.0,-50.0
281.0,511.0,960.0,627.0,-50.0
118.0,943.0,221.0,496.0,444.5
150.0,142.0,557.0,203.0,263.0
499.0,118.0,205.0,918.0,-50.0
100.0,999.0,68.0,467.0,408.5
48.0,736.0,824.0,586.0,548.5
699.0,756.0,300.0,589.0,-50.0
695.0,763.0,15.0,221.0,423.5
34.0,183.0,997.0,141.0,338.75
661.0,363.0,612.0,672.0,-50.0
95.0,414.0,346.0,19.0,-50.0
648.0,625.0,430.0,551.0,-50.0
820.0,650.0,468.0,296.0,-50.0
88.0,372.0,439.0,695.0,398.5
104.0,438.0,208.0,725.0,-50.0
601.0,402.0,366.0,258.0,-50.0
640.0,556.0,857.0,634.0,-50.0
42.0,905.0,792.0,957.0,-50.0
292.0,512.0,177.0,995.0,494.0
263.0,186.0,275.0,936.0,415.0
227.0,208.0,768.0,265.0,367.0
288.0,772.0,33.0,23.0,279.0
463.0,455.0,425.0,309.0,413.0
982.0,541.0,283.0,643.0,-50.0
399.0,678.0,587.0,885.0,637.25
753.0,237.0,651.0,423.0,516.0
328.0,715.0,370.0,409.0,-50.0
64.0,304.0,344.0,316.0,-50.0
118.0,325.0,522.0,995.0,490.0
205.0,791.0,193.0,346.0,383.75
583.0,376.0,262.0,104.0,331.25
477.0,666.0,536.0,133.0,-50.0
398.0,809.0,296.0,778.0,570.25
913.0,513.0,475.0,57.0,-50.0
266.0,454.0,205.0,698.0,405.75
499.0,725.0,421.0,855.0,625.0
472.0,159.0,605.0,896.0,-50.0
450.0,752.0,381.0,614.0,549.25
21.0,540.0,949.0,170.0,420.0
48.0,404.0,698.0,501.0,-50.0
363.0,322.0,489.0,25.0,299.75
237.0,878.0,133.0,282.0,382.5
676.0,479.0,50.0,471.0,-50.0
127.0,454.0,172.0,162.0,228.75
581.0,547.0,963.0,105.0,549.0
255.0,349.0,654.0,478.0,434.0
35.0,118.0,230.0,879.0,-50.0
186.0,120.0,915.0,311.0,-50.0
260.0,758.0,920.0,155.0,-50.0
470.0,16.0,212.0,25.0,-50.0
701.0,301.0,712.0,184.0,-50.0
226.0,0.0,963.0,798.0,496.75
485.0,636.0,801.0,611.0,633.25
336.0,459.0,501.0,74.0,-50.0
483.0,478.0,653.0,782.0,599.0
764.0,706.0,37.0,191.0,424.5
381.0,511.0,927.0,412.0,557.75
781.0,392.0,752.0,831.0,-50.0
79.0,852.0,467.0,585.0,495.75
2.0,905.0,794.0,671.0,-50.0
529.0,754.0,419.0,713.0,603.75
445.0,493.0,279.0,329.0,386.5
144.0,815.0,792.0,515.0,566.5
368.0,980.0,723.0,237.0,577.0
421.0,13.0,220.0,432.0,271.5
0.0,60.0,346.0,171.0,-50.0
819.0,566.0,697.0,449.0,-50.0
420.0,835.0,977.0,426.0,-50.0
547.0,997.0,616.0,531.0,672.75
773.0,793.0,148.0,760.0,-50.0
195.0,949.0,712.0,759.0,-50.0
665.0,210.0,355.0,340.0,-50.0
664.0,573.0,338.0,30.0,401.25
366.0,193.0,139.0,42.0,-50.0
492.0,210.0,612.0,59.0,-50.0
105.0,315.0,377.0,783.0,-50.0
78.0,295.0,581.0,905.0,464.75
489.0,911.0,587.0,976.0,-50.0
961.0,438.0,473.0,738.0,652.5
864.0,343.0,548.0,3.0,-50.0
181.0,706.0,268.0,181.0,-50.0
841.0,38.0,524.0,87.0,-50.0
562.0,999.0,203.0,213.0,494.25
288.0,780.0,849.0,744.0,-50.0
286.0,991.0,456.0,66.0,-50.0
897.0,403.0,486.0,168.0,-50.0
478.0,679.0,378.0,835.0,-50.0
844.0,481.0,803.0,836.0,741.0
54.0,571.0,189.0,606.0,355.0
882.0,674.0,458.0,209.0,555.75
723.0,245.0,962.0,62.0,-50.0
481.0,321.0,620.0,31.0,-50.0
358.0,700.0,595.0,80.0,-50.0
14.0,530.0,433.0,186.0,-50.0
631.0,917.0,642.0,962.0,788.0
692.0,170.0,378.0,708.0,-50.0
346.0,661.0,403.0,76.0,371.5
22.0,364.0,887.0,487.0,440.0
727.0,280.0,812.0,311.0,-50.0
934.0,15.0,510.0,803.0,565.5
244.0,338.0,152.0,71.0,201.25
198.0,488.0,705.0,320.0,-50.0
815.0,987.0,876.0,80.0,-50.0
221.0,931.0,861.0,658.0,-50.0
179.0,742.0,518.0,751.0,-50.0
161.0,545.0,825.0,935.0,-50.0
358.0,550.0,43.0,563.0,378.5
474.0,906.0,605.0,118.0,525.75
66.0,638.0,307.0,119.0,282.5
137.0,888.0,723.0,706.0,613.5
946.0,700.0,258.0,261.0,-50.0
651.0,422.0,150.0,735.0,-50.0
575.0,875.0,70.0,541.0,515.25
475.0,648.0,471.0,244.0,459.5
542.0,52.0,385.0,384.0,-50.0
474.0,616.0,188.0,384.0,-50.0
832.0,596.0,62.0,56.0,386.5
333.0,379.0,611.0,440.0,440.75
802.0,556.0,166.0,150.0,-50.0
830.0,427.0,345.0,186.0,-50.0
841.0,315.0,776.0,298.0,-50.0
616.0,401.0,103.0,27.0,286.75
594.0,983.0,182.0,388.0,-50.0
231.0,524.0,314.0,84.0,-50.0
645.0,740.0,706.0,384.0,618.75
42.0,621.0,857.0,813.0,-50.0
161.0,768.0,136.0,861.0,-50.0
116.0,400.0,601.0,356.0,-50.0
177.0,918.0,412.0,128.0,-50.0
449.0,305.0,294.0,45.0,-50.0
994.0,871.0,853.0,133.0,-50.0
376.0,880.0,579.0,803.0,-50.0
282.0,947.0,785.0,779.0,698.25
468.0,179.0,669.0,21.0,-50.0
599.0,990.0,0.0,511.0,-50.0
772.0,73.0,461.0,939.0,-50.0
728.0,144.0,752.0,32.0,-50.0
916.0,928.0,312.0,652.0,702.0
12.0,800.0,990.0,397.0,-50.0
721.0,35.0,279.0,636.0,-50.0
114.0,341.0,636.0,788.0,469.75
592.0,816.0,177.0,182.0,-50.0
612.0,112.0,383.0,482.0,397.25
897.0,593.0,649.0,382.0,630.25
101.0,965.0,812.0,397.0,-50.0
185.0,83.0,844.0,454.0,391.5
324.0,648.0,958.0,986.0,-50.0
731.0,349.0,917.0,702.0,674.75
401.0,350.0,209.0,885.0,-50.0
848.0,314.0,3.0,851.0,-50.0
877.0,487.0,481.0,796.0,660.25
205.0,304.0,274.0,31.0,203.5
498.0,940.0,882.0,242.0,-50.0
766.0,243.0,266.0,5.0,-50.0
766.0,189.0,454.0,133.0,-50.0
144.0,932.0,378.0,919.0,-50.0
207.0,665.0,741.0,892.0,-50.0
657.0,725.0,644.0,555.0,645.25
69.0,880.0,958.0,980.0,-50.0
414.0,518.0,28.0,85.0,261.25
815.0,386.0,696.0,655.0,638.0
788.0,986.0,131.0,674.0,644.75
468.0,340.0,884.0,371.0,-50.0
393.0,84.0,597.0,248.0,-50.0
748.0,344.0,329.0,115.0,384.0
467.0,94.0,549.0,672.0,-50.0
936.0,35.0,242.0,2.0,-50.0
42.0,464.0,762.0,904.0,-50.0
12.0,614.0,518.0,273.0,-50.0
116.0,651.0,208.0,489.0,-50.0
725.0,951.0,136.0,796.0,-50.0
951.0,512.0,807.0,712.0,745.5
256.0,65.0,982.0,781.0,-50.0
239.0,241.0,543.0,295.0,-50.0
276.0,214.0,382.0,647.0,379.75
485.0,398.0,667.0,398.0,-50.0
810.0,825.0,460.0,194.0,-50.0
348.0,759.0,932.0,542.0,645.25
815.0,412.0,882.0,591.0,675.0
669.0,646.0,37.0,769.0,-50.0
748.0,773.0,418.0,536.0,-50.0
181.0,780.0,657.0,583.0,-50.0
611.0,236.0,39.0,571.0,-50.0
10.0,242.0,154.0,111.0,129.25
917.0,301.0,774.0,758.0,687.5
485.0,903.0,125.0,383.0,-50.0
664.0,227.0,425.0,190.0,376.5
843.0,326.0,688.0,175.0,508.0
84.0,221.0,587.0,573.0,-50.0
465.0,356.0,953.0,534.0,577.0
103.0,227.0,375.0,37.0,185.5
316.0,277.0,284.0,508.0,-50.0
793.0,183.0,282.0,273.0,382.75
740.0,216.0,413.0,175.0,-50.0
463.0,332.0,855.0,96.0,436.5
516.0,383.0,568.0,418.0,-50.0
514.0,985.0,805.0,52.0,589.0
78.0,352.0,92.0,436.0,239.5
244.0,640.0,241.0,553.0,419.5
680.0,475.0,755.0,186.0,-50.0
970.0,334.0,979.0,497.0,695.0
409.0,692.0,212.0,915.0,-50.0
361.0,677.0,935.0,749.0,-50.0
959.0,755.0,212.0,404.0,582.5
579.0,66.0,905.0,267.0,454.25
296.0,957.0,844.0,441.0,-50.0
111.0,705.0,250.0,206.0,-50.0
958.0,323.0,395.0,989.0,666.25
660.0,558.0,16.0,81.0,328.75
727.0,472.0,816.0,287.0,-50.0
115.0,655.0,497.0,639.0,-50.0
898.0,282.0,372.0,695.0,561.75
484.0,810.0,797.0,131.0,555.5
902.0,868.0,601.0,470.0,710.25
126.0,527.0,655.0,649.0,-50.0
346.0,897.0,1.0,484.0,-50.0
193.0,318.0,459.0,429.0,349.75
903.0,921.0,786.0,948.0,889.5
55.0,594.0,510.0,96.0,313.75
539.0,448.0,960.0,146.0,-50.0
542.0,935.0,173.0,427.0,-50.0
507.0,627.0,935.0,302.0,592.75
522.0,734.0,494.0,289.0,509.75
504.0,948.0,374.0,57.0,-50.0
511.0,153.0,967.0,725.0,589.0
754.0,438.0,439.0,118.0,437.25
600.0,295.0,154.0,314.0,-50.0
927.0,604.0,755.0,412.0,674.5
94.0,263.0,426.0,789.0,393.0
419.0,381.0,447.0,120.0,-50.0
220.0,942.0,154.0,490.0,-50.0
515.0,942.0,133.0,819.0,602.25
137.0,41.0,482.0,817.0,-50.0
108.0,500.0,905.0,240.0,438.25
314.0,438.0,820.0,340.0,478.0
20.0,375.0,25.0,151.0,142.75
651.0,596.0,996.0,730.0,-50.0
249.0,936.0,369.0,109.0,-50.0
665.0,795.0,865.0,765.0,-50.0
241.0,566.0,990.0,301.0,-50.0
457.0,382.0,767.0,870.0,-50.0
390.0,50.0,776.0,630.0,-50.0
480.0,654.0,709.0,163.0,501.5
405.0,516.0,573.0,911.0,-50.0
903.0,329.0,302.0,936.0,617.5
620.0,351.0,748.0,936.0,-50.0
703.0,462.0,368.0,574.0,526.75
512.0,963.0,551.0,172.0,-50.0
444.0,577.0,278.0,362.0,-50.0
395.0,350.0,618.0,906.0,567.25
975.0,108.0,430.0,104.0,-50.0
669.0,812.0,538.0,734.0,-50.0
651.0,450.0,700.0,504.0,576.25
382.0,406.0,31.0,327.0,-50.0
217.0,612.0,707.0,27.0,390.75
886.0,635.0,332.0,808.0,665.25
936.0,4.0,606.0,84.0,-50.0
15.0,39.0,36.0,813.0,-50.0
853.0,744.0,67.0,207.0,-50.0
835.0,636.0,354.0,749.0,643.5
522.0,835.0,966.0,951.0,818.5
999.0,764.0,673.0,167.0,-50.0
313.0,211.0,54.0,408.0,246.5
841.0,989.0,150.0,815.0,698.75
465.0,163.0,246.0,10.0,221.0
643.0,998.0,771.0,737.0,787.25
373.0,627.0,875.0,8.0,-50.0
372.0,67.0,591.0,641.0,-50.0
35.0,295.0,272.0,654.0,314.0
736.0,757.0,18.0,388.0,474.75
194.0,421.0,858.0,838.0,577.75
172.0,51.0,945.0,104.0,-50.0
363.0,681.0,598.0,717.0,-50.0
600.0,937.0,451.0,594.0,645.5
824.0,371.0,817.0,818.0,707.5
393.0,597.0,99.0,772.0,-50.0
380.0,71.0,432.0,656.0,384.75
501.0,938.0,37.0,17.0,373.25
629.0,932.0,6.0,241.0,-50.0
779.0,745.0,620.0,674.0,-50.0
108.0,149.0,815.0,871.0,485.75
11.0,281.0,75.0,489.0,214.0
856.0,349.0,820.0,432.0,-50.0
485.0,143.0,928.0,452.0,-50.0
409.0,529.0,361.0,673.0,-50.0
770.0,183.0,629.0,215.0,-50.0
236.0,88.0,573.0,328.0,-50.0
824.0,384.0,326.0,524.0,-50.0
759.0,786.0,54.0,548.0,-50.0
912.0,804.0,435.0,439.0,-50.0
509.0,772.0,241.0,919.0,610.25
135.0,499.0,974.0,464.0,-50.0
484.0,465.0,619.0,318.0,471.5
244.0,545.0,459.0,817.0,516.25
905.0,387.0,756.0,885.0,733.25
618.0,138.0,341.0,861.0,489.5
435.0,494.0,398.0,845.0,-50.0
356.0,264.0,546.0,723.0,472.25
245.0,580.0,283.0,453.0,390.25
671.0,829.0,424.0,636.0,640.0
24.0,689.0,867.0,850.0,607.5
879.0,561.0,168.0,449.0,-50.0
461.0,95.0,732.0,462.0,437.5
835.0,427.0,908.0,317.0,621.75
97.0,275.0,945.0,87.0,-50.0
724.0,840.0,363.0,589.0,-50.0
625.0,112.0,964.0,171.0,-50.0
546.0,384.0,965.0,60.0,-50.0
72.0,218.0,967.0,679.0,484.0
364.0,363.0,490.0,612.0,-50.0
367.0,776.0,903.0,491.0,634.25
633.0,888.0,145.0,548.0,553.5
846.0,665.0,485.0,525.0,-50.0
549.0,785.0,780.0,477.0,-50.0
251.0,609.0,4.0,806.0,417.5
220.0,93.0,124.0,33.0,-50.0
478.0,377.0,189.0,395.0,-50.0
759.0,664.0,191.0,170.0,-50.0
355.0,285.0,43.0,812.0,-50.0
79.0,846.0,464.0,634.0,-50.0
417.0,29.0,103.0,484.0,-50.0
969.0,210.0,381.0,595.0,538.75
372.0,823.0,870.0,633.0,-50.0
216.0,59.0,254.0,129.0,-50.0
930.0,887.0,345.0,769.0,-50.0
770.0,152.0,765.0,129.0,-50.0
713.0,533.0,286.0,364.0,-50.0
293.0,423.0,921.0,862.0,-50.0
137.0,62.0,497.0,948.0,-50.0
549.0,148.0,524.0,997.0,554.5
71.0,401.0,311.0,6.0,-50.0
357.0,147.0,274.0,981.0,439.75
840.0,235.0,648.0,194.0,-50.0
499.0,445.0,34.0,141.0,-50.0
236.0,285.0,283.0,523.0,-50.0
64.0,340.0,353.0,795.0,-50.0
649.0,296.0,139.0,828.0,-50.0
921.0,841.0,479.0,579.0,705.0
791.0,716.0,475.0,49.0,507.75
795.0,815.0,100.0,751.0,-50.0
978.0,751.0,181.0,285.0,548.75
130.0,400.0,104.0,925.0,389.75
865.0,344.0,13.0,640.0,-50.0
59.0,668.0,244.0,861.0,-50.0
830.0,166.0,852.0,912.0,-50.0
697.0,208.0,432.0,540.0,-50.0
699.0,823.0,693.0,123.0,584.5
689.0,111.0,110.0,830.0,-50.0
863.0,54.0,602.0,936.0,613.75
17.0,264.0,993.0,690.0,491.0
507.0,764.0,724.0,737.0,-50.0
136.0,294.0,815.0,525.0,442.5
581.0,705.0,3.0,805.0,-50.0
168.0,782.0,376.0,368.0,423.5
538.0,903.0,897.0,388.0,681.5
378.0,521.0,142.0,395.0,-50.0
322.0,115.0,916.0,652.0,-50.0
562.0,293.0,108.0,475.0,-50.0
910.0,186.0,686.0,421.0,550.75
710.0,977.0,511.0,420.0,-50.0
985.0,360.0,741.0,881.0,741.75
764.0,60.0,262.0,703.0,-50.0
823.0,835.0,635.0,931.0,806.0
510.0,737.0,723.0,307.0,569.25
610.0,724.0,846.0,572.0,688.0
189.0,953.0,264.0,504.0,-50.0
931.0,916.0,414.0,175.0,609.0
912.0,813.0,748.0,647.0,780.0
571.0,596.0,498.0,980.0,-50.0
163.0,606.0,39.0,567.0,343.75
414.0,953.0,485.0,285.0,-50.0
176.0,407.0,439.0,475.0,-50.0
653.0,115.0,663.0,22.0,363.25
582.0,349.0,553.0,249.0,433.25
59.0,948.0,40.0,314.0,-50.0
854.0,597.0,103.0,723.0,-50.0
173.0,523.0,783.0,821.0,575.0
714.0,907.0,478.0,245.0,-50.0
354.0,400.0,212.0,107.0,-50.0
25.0,259.0,600.0,587.0,-50.0
834.0,636.0,818.0,383.0,-50.0
753.0,571.0,865.0,607.0,699.0
440.0,75.0,178.0,728.0,355.25
205.0,519.0,437.0,677.0,-50.0
211.0,610.0,902.0,493.0,554.0
63.0,135.0,711.0,256.0,291.25
964.0,331.0,370.0,932.0,649.25
693.0,948.0,115.0,737.0,623.25
878.0,942.0,584.0,144.0,637.0
476.0,582.0,338.0,724.0,-50.0
825.0,967.0,992.0,271.0,763.75
8.0,92.0,174.0,40.0,78.5
743.0,19.0,795.0,997.0,-50.0
694.0,428.0,527.0,329.0,-50.0
273.0,406.0,971.0,349.0,499.75
95.0,244.0,712.0,156.0,-50.0
748.0,760.0,271.0,650.0,607.25
341.0,428.0,116.0,210.0,273.75
602.0,793.0,316.0,271.0,-50.0
642.0,555.0,829.0,754.0,-50.0
421.0,838.0,635.0,646.0,-50.0
210.0,878.0,393.0,792.0,568.25
857.0,493.0,528.0,308.0,546.5
936.0,454.0,429.0,685.0,-50.0
916.0,831.0,505.0,293.0,-50.0
668.0,768.0,272.0,254.0,490.5
596.0,534.0,655.0,687.0,-50.0
733.0,64.0,100.0,277.0,-50.0
900.0,497.0,470.0,911.0,694.5
46.0,501.0,532.0,519.0,-50.0
207.0,329.0,944.0,623.0,-50.0
258.0,261.0,374.0,552.0,361.25
627.0,487.0,335.0,803.0,563.0
204.0,259.0,118.0,298.0,219.75
182.0,115.0,312.0,468.0,269.25
494.0,366.0,95.0,742.0,424.25
864.0,797.0,409.0,116.0,546.5
778.0,822.0,593.0,343.0,634.0
132.0,634.0,420.0,926.0,528.0
905.0,641.0,625.0,266.0,-50.0
725.0,51.0,458.0,111.0,336.25
169.0,844.0,541.0,762.0,579.0
678.0,775.0,184.0,915.0,-50.0
360.0,721.0,0.0,874.0,488.75
96.0,335.0,836.0,560.0,-50.0
545.0,944.0,138.0,265.0,-50.0
769.0,212.0,906.0,395.0,570.5
486.0,759.0,367.0,236.0,-50.0
788.0,958.0,681.0,524.0,737.75
216.0,969.0,856.0,471.0,628.0
795.0,189.0,186.0,664.0,-50.0
140.0,743.0,149.0,452.0,371.0
235.0,880.0,322.0,177.0,403.5
498.0,147.0,741.0,173.0,-50.0
82.0,277.0,14.0,382.0,188.75
57.0,860.0,843.0,855.0,-50.0
693.0,683.0,356.0,17.0,437.25
542.0,130.0,853.0,431.0,-50.0
903.0,21.0,661.0,38.0,405.75
749.0,982.0,517.0,250.0,-50.0
118.0,609.0,984.0,491.0,550.5
770.0,840.0,326.0,485.0,605.25
642.0,616.0,355.0,561.0,-50.0
842.0,594.0,212.0,701.0,587.25
283.0,717.0,513.0,67.0,395.0
64.0,27.0,621.0,67.0,194.75
472.0,430.0,116.0,344.0,340.5
376.0,722.0,330.0,595.0,505.75
57.0,719.0,868.0,689.0,583.25
473.0,340.0,188.0,462.0,-50.0
905.0,709.0,169.0,681.0,-50.0
661.0,992.0,368.0,394.0,-50.0
998.0,397.0,497.0,316.0,552.0
143.0,327.0,276.0,589.0,-50.0
119.0,869.0,484.0,531.0,-50.0
865.0,269.0,223.0,638.0,-50.0
742.0,242.0,930.0,890.0,701.0
239.0,113.0,137.0,155.0,161.0
931.0,193.0,713.0,209.0,-50.0
66.0,26.0,299.0,181.0,-50.0
638.0,355.0,448.0,562.0,-50.0
697.0,904.0,981.0,892.0,-50.0
685.0,570.0,135.0,220.0,402.5
115.0,468.0,710.0,800.0,-50.0
71.0,223.0,902.0,751.0,-50.0
153.0,951.0,771.0,948.0,705.75
833.0,728.0,698.0,390.0,662.25
495.0,740.0,314.0,793.0,-50.0
145.0,750.0,288.0,517.0,425.0
321.0,679.0,222.0,150.0,-50.0
575.0,28.0,956.0,161.0,-50.0
813.0,100.0,298.0,594.0,451.25
232.0,708.0,412.0,287.0,-50.0
970.0,214.0,837.0,823.0,711.0
277.0,473.0,36.0,144.0,232.5
833.0,950.0,615.0,123.0,630.25
651.0,792.0,957.0,475.0,718.75
308.0,556.0,523.0,953.0,585.0
175.0,67.0,286.0,547.0,-50.0
941.0,95.0,341.0,697.0,518.5
731.0,743.0,713.0,408.0,648.75
626.0,415.0,724.0,657.0,-50.0
277.0,276.0,965.0,314.0,458.0
705.0,563.0,926.0,722.0,-50.0
890.0,9.0,535.0,451.0,471.25
923.0,110.0,596.0,41.0,-50.0
442.0,520.0,885.0,201.0,-50.0
748.0,989.0,943.0,211.0,-50.0
670.0,600.0,199.0,687.0,539.0
405.0,428.0,394.0,645.0,-50.0
901.0,445.0,33.0,477.0,464.0
837.0,999.0,374.0,63.0,568.25
553.0,685.0,781.0,426.0,-50.0
987.0,378.0,44.0,704.0,528.25
612.0,424.0,598.0,388.0,-50.0
