A,B,C,D,AVERAGE
716.0,320.0,44.0,927.0,501.75
651.0,689.0,843.0,205.0,597.0
701.0,659.0,24.0,791.0,543.75
618.0,99.0,418.0,550.0,421.25
982.0,449.0,281.0,931.0,660.75
438.0,448.0,919.0,184.0,497.25
632.0,666.0,572.0,856.0,681.5
392.0,995.0,492.0,895.0,693.5
544.0,718.0,993.0,725.0,745.0
71.0,322.0,615.0,722.0,432.5
121.0,33.0,117.0,120.0,97.75
247.0,750.0,628.0,113.0,434.5
335.0,382.0,275.0,290.0,320.5
596.0,865.0,475.0,792.0,682.0
280.0,810.0,458.0,457.0,501.25
289.0,417.0,898.0,292.0,474.0
107.0,629.0,52.0,360.0,287.0
170.0,344.0,726.0,550.0,447.5
851.0,626.0,206.0,128.0,452.75
8.0,827.0,61.0,339.0,308.75
146.0,149.0,988.0,754.0,-50.0
282.0,970.0,529.0,72.0,463.25
967.0,392.0,155.0,389.0,475.75
499.0,725.0,421.0,855.0,625.0
788.0,29.0,431.0,526.0,443.5
81.0,268.0,504.0,641.0,373.5
765.0,647.0,361.0,413.0,546.5
626.0,354.0,475.0,69.0,381.0
262.0,515.0,237.0,180.0,298.5
371.0,809.0,917.0,28.0,531.25
472.0,535.0,948.0,799.0,688.5
113.0,481.0,115.0,944.0,413.25
71.0,64.0,306.0,620.0,265.25
75.0,803.0,404.0,79.0,340.25
744.0,293.0,731.0,457.0,556.25
814.0,382.0,999.0,716.0,727.75
203.0,572.0,823.0,904.0,625.5
288.0,430.0,725.0,351.0,448.5
449.0,390.0,549.0,5.0,348.25
81.0,249.0,653.0,961.0,486.0
594.0,618.0,241.0,431.0,471.0
772.0,73.0,461.0,939.0,561.25
359.0,64.0,632.0,763.0,454.5
647.0,499.0,282.0,263.0,422.75
793.0,183.0,282.0,273.0,-50.0
618.0,682.0,199.0,267.0,441.5
96.0,659.0,698.0,50.0,375.75
79.0,79.0,774.0,15.0,236.75
831.0,529.0,753.0,664.0,694.25
108.0,959.0,812.0,783.0,-50.0
934.0,311.0,769.0,754.0,692.0
512.0,317.0,216.0,205.0,-50.0
543.0,590.0,39.0,541.0,428.25
18.0,551.0,33.0,492.0,-50.0
270.0,178.0,731.0,70.0,312.25
226.0,858.0,364.0,70.0,379.5
543.0,408.0,719.0,639.0,577.25
183.0,553.0,456.0,964.0,539.0
387.0,302.0,795.0,927.0,602.75
896.0,296.0,182.0,371.0,436.25
567.0,565.0,442.0,486.0,515.0
677.0,98.0,480.0,954.0,552.25
450.0,410.0,912.0,420.0,548.0
113.0,913.0,676.0,423.0,531.25
686.0,982.0,545.0,754.0,741.75
259.0,88.0,675.0,584.0,401.5
22.0,183.0,45.0,725.0,243.75
390.0,50.0,776.0,630.0,461.5
721.0,769.0,173.0,559.0,555.5
324.0,641.0,119.0,699.0,445.75
755.0,54.0,830.0,350.0,497.25
526.0,401.0,272.0,150.0,337.25
589.0,609.0,278.0,358.0,458.5
875.0,387.0,908.0,692.0,715.5
229.0,569.0,729.0,934.0,615.25
256.0,573.0,845.0,680.0,588.5
623.0,877.0,763.0,715.0,744.5
976.0,668.0,535.0,555.0,683.5
93.0,998.0,588.0,936.0,653.75
323.0,573.0,890.0,217.0,500.75
142.0,684.0,545.0,177.0,387.0
837.0,146.0,7.0,268.0,314.5
324.0,82.0,216.0,889.0,377.75
278.0,192.0,770.0,386.0,406.5
708.0,187.0,540.0,706.0,535.25
359.0,605.0,294.0,992.0,562.5
843.0,175.0,424.0,989.0,607.75
979.0,513.0,70.0,708.0,567.5
215.0,706.0,483.0,813.0,-50.0
665.0,494.0,828.0,130.0,529.25
37.0,683.0,655.0,729.0,526.0
445.0,126.0,589.0,28.0,297.0
385.0,489.0,101.0,268.0,310.75
232.0,67.0,774.0,905.0,-50.0
276.0,701.0,918.0,666.0,-50.0
710.0,324.0,601.0,855.0,622.5
164.0,573.0,135.0,367.0,309.75
273.0,679.0,415.0,271.0,409.5
607.0,850.0,778.0,576.0,702.75
750.0,348.0,999.0,769.0,716.5
555.0,61.0,800.0,428.0,461.0
986.0,520.0,570.0,941.0,754.25
853.0,723.0,865.0,42.0,620.75
359.0,907.0,158.0,392.0,454.0
845.0,82.0,463.0,267.0,414.25
12.0,606.0,533.0,43.0,298.5
708.0,149.0,186.0,331.0,343.5
424.0,205.0,904.0,408.0,485.25
107.0,382.0,793.0,811.0,523.25
244.0,181.0,775.0,908.0,527.0
603.0,769.0,512.0,759.0,660.75
204.0,259.0,118.0,298.0,219.75
606.0,850.0,573.0,824.0,713.25
789.0,630.0,272.0,921.0,653.0
806.0,455.0,607.0,738.0,651.5
517.0,586.0,343.0,800.0,561.5
665.0,45.0,4.0,343.0,264.25
204.0,313.0,492.0,176.0,296.25
430.0,892.0,88.0,473.0,470.75
394.0,558.0,607.0,640.0,549.75
141.0,1.0,969.0,457.0,392.0
50.0,98.0,974.0,800.0,480.5
26.0,749.0,403.0,972.0,537.5
143.0,327.0,276.0,589.0,333.75
245.0,625.0,160.0,518.0,387.0
529.0,26.0,209.0,59.0,205.75
855.0,840.0,733.0,416.0,711.0
797.0,405.0,551.0,528.0,570.25
276.0,214.0,382.0,647.0,-50.0
944.0,401.0,587.0,527.0,614.75
160.0,933.0,140.0,131.0,341.0
68.0,804.0,742.0,235.0,462.25
20.0,771.0,538.0,297.0,406.5
454.0,516.0,143.0,106.0,304.75
794.0,278.0,506.0,98.0,419.0
207.0,209.0,798.0,975.0,547.25
948.0,842.0,317.0,447.0,638.5
495.0,306.0,433.0,382.0,404.0
609.0,424.0,258.0,329.0,405.0
948.0,491.0,826.0,522.0,-50.0
68.0,790.0,588.0,252.0,424.5
185.0,685.0,948.0,794.0,653.0
593.0,13.0,137.0,586.0,332.25
573.0,227.0,682.0,639.0,530.25
754.0,247.0,50.0,849.0,475.0
129.0,394.0,708.0,16.0,311.75
119.0,113.0,569.0,517.0,329.5
460.0,490.0,185.0,543.0,419.5
260.0,958.0,930.0,175.0,-50.0
37.0,994.0,94.0,661.0,446.5
234.0,715.0,949.0,474.0,593.0
876.0,530.0,855.0,760.0,755.25
282.0,187.0,426.0,748.0,410.75
902.0,193.0,792.0,597.0,621.0
713.0,401.0,961.0,469.0,-50.0
610.0,400.0,46.0,277.0,333.25
656.0,226.0,549.0,745.0,544.0
96.0,335.0,836.0,560.0,456.75
900.0,497.0,470.0,911.0,694.5
868.0,50.0,210.0,516.0,411.0
821.0,390.0,983.0,581.0,693.75
133.0,709.0,246.0,478.0,391.5
607.0,734.0,3.0,485.0,457.25
810.0,873.0,534.0,711.0,732.0
731.0,743.0,713.0,408.0,648.75
154.0,561.0,552.0,834.0,525.25
241.0,214.0,544.0,613.0,403.0
731.0,505.0,926.0,211.0,593.25
318.0,240.0,550.0,524.0,408.0
886.0,365.0,150.0,310.0,427.75
359.0,545.0,545.0,420.0,467.25
675.0,211.0,372.0,491.0,437.25
769.0,765.0,787.0,149.0,-50.0
406.0,170.0,505.0,769.0,462.5
479.0,646.0,267.0,564.0,489.0
412.0,629.0,705.0,545.0,572.75
814.0,730.0,547.0,869.0,740.0
504.0,218.0,754.0,612.0,522.0
412.0,944.0,597.0,524.0,619.25
978.0,270.0,968.0,635.0,712.75
621.0,166.0,412.0,260.0,364.75
399.0,241.0,10.0,654.0,326.0
738.0,352.0,685.0,766.0,635.25
886.0,101.0,480.0,400.0,466.75
845.0,589.0,169.0,101.0,426.0
571.0,96.0,93.0,867.0,406.75
211.0,400.0,147.0,39.0,199.25
484.0,800.0,7.0,414.0,426.25
606.0,32.0,727.0,473.0,459.5
775.0,771.0,568.0,386.0,625.0
795.0,80.0,571.0,218.0,416.0
79.0,375.0,243.0,26.0,180.75
592.0,964.0,956.0,842.0,838.5
824.0,13.0,686.0,13.0,384.0
441.0,830.0,957.0,724.0,738.0
612.0,907.0,772.0,855.0,786.5
125.0,144.0,892.0,550.0,427.75
417.0,379.0,973.0,291.0,515.0
591.0,221.0,555.0,717.0,521.0
322.0,915.0,833.0,133.0,550.75
592.0,189.0,207.0,45.0,258.25
657.0,843.0,704.0,715.0,729.75
232.0,708.0,412.0,287.0,409.75
93.0,295.0,760.0,865.0,503.25
659.0,617.0,817.0,95.0,547.0
608.0,356.0,72.0,825.0,465.25
603.0,16.0,459.0,258.0,334.0
172.0,736.0,987.0,581.0,619.0
122.0,524.0,35.0,852.0,383.25
971.0,868.0,3.0,733.0,643.75
498.0,298.0,297.0,68.0,290.25
789.0,369.0,556.0,279.0,498.25
835.0,522.0,769.0,921.0,761.75
549.0,785.0,780.0,477.0,647.75
707.0,235.0,926.0,445.0,578.25
468.0,964.0,992.0,209.0,658.25
646.0,944.0,11.0,72.0,-50.0
990.0,31.0,556.0,565.0,535.5
533.0,209.0,12.0,133.0,221.75
628.0,251.0,206.0,956.0,510.25
868.0,793.0,443.0,477.0,645.25
652.0,337.0,334.0,335.0,414.5
120.0,285.0,712.0,731.0,462.0
816.0,126.0,95.0,942.0,494.75
313.0,229.0,566.0,454.0,390.5
798.0,530.0,938.0,95.0,590.25
271.0,366.0,19.0,453.0,277.25
651.0,628.0,570.0,320.0,542.25
558.0,77.0,637.0,273.0,386.25
654.0,107.0,757.0,28.0,386.5
473.0,340.0,188.0,462.0,365.75
899.0,904.0,147.0,99.0,512.25
929.0,381.0,839.0,42.0,547.75
108.0,886.0,459.0,699.0,538.0
666.0,127.0,220.0,71.0,271.0
596.0,105.0,383.0,448.0,383.0
985.0,957.0,976.0,34.0,738.0
761.0,649.0,572.0,626.0,-50.0
267.0,504.0,9.0,78.0,214.5
976.0,965.0,260.0,608.0,702.25
928.0,162.0,56.0,567.0,428.25
698.0,382.0,516.0,43.0,409.75
731.0,46.0,26.0,252.0,263.75
507.0,765.0,833.0,838.0,735.75
759.0,872.0,321.0,606.0,639.5
191.0,342.0,76.0,928.0,384.25
262.0,705.0,563.0,789.0,579.75
135.0,151.0,416.0,919.0,405.25
255.0,261.0,512.0,236.0,316.0
951.0,418.0,794.0,795.0,739.5
440.0,75.0,178.0,728.0,355.25
723.0,859.0,885.0,382.0,712.25
468.0,827.0,512.0,304.0,-50.0
667.0,636.0,899.0,532.0,683.5
897.0,976.0,943.0,38.0,713.5
648.0,718.0,859.0,323.0,637.0
747.0,772.0,355.0,93.0,491.75
67.0,164.0,880.0,855.0,491.5
905.0,500.0,204.0,156.0,441.25
602.0,968.0,369.0,148.0,521.75
267.0,272.0,401.0,669.0,402.25
156.0,670.0,997.0,197.0,505.0
581.0,408.0,933.0,435.0,589.25
452.0,911.0,563.0,934.0,715.0
153.0,368.0,629.0,354.0,-50.0
275.0,533.0,655.0,916.0,594.75
653.0,885.0,399.0,841.0,694.5
889.0,158.0,398.0,478.0,480.75
267.0,791.0,507.0,344.0,477.25
58.0,750.0,226.0,857.0,472.75
554.0,398.0,375.0,626.0,488.25
592.0,131.0,737.0,996.0,-50.0
692.0,406.0,676.0,143.0,479.25
741.0,484.0,161.0,890.0,569.0
357.0,410.0,821.0,953.0,635.25
915.0,614.0,572.0,185.0,571.5
136.0,926.0,549.0,359.0,492.5
224.0,462.0,359.0,134.0,294.75
912.0,813.0,748.0,647.0,780.0
988.0,460.0,170.0,287.0,476.25
331.0,543.0,988.0,195.0,514.25
196.0,550.0,627.0,325.0,424.5
581.0,467.0,615.0,661.0,581.0
851.0,423.0,619.0,137.0,507.5
784.0,52.0,652.0,302.0,447.5
278.0,880.0,59.0,524.0,435.25
914.0,54.0,824.0,999.0,697.75
683.0,768.0,475.0,459.0,-50.0
404.0,499.0,945.0,920.0,-50.0
797.0,166.0,385.0,52.0,-50.0
650.0,481.0,801.0,502.0,608.5
490.0,400.0,537.0,796.0,555.75
995.0,493.0,364.0,234.0,521.5
118.0,470.0,970.0,676.0,558.5
945.0,81.0,273.0,464.0,-50.0
830.0,538.0,691.0,42.0,525.25
330.0,194.0,176.0,587.0,-50.0
772.0,167.0,199.0,916.0,513.5
555.0,753.0,992.0,195.0,623.75
132.0,118.0,27.0,984.0,315.25
741.0,47.0,180.0,785.0,438.25
35.0,887.0,177.0,183.0,320.5
943.0,584.0,334.0,287.0,537.0
242.0,36.0,963.0,417.0,414.5
277.0,924.0,949.0,788.0,734.5
886.0,943.0,537.0,409.0,693.75
508.0,854.0,324.0,969.0,663.75
938.0,137.0,860.0,767.0,675.5
212.0,120.0,811.0,829.0,493.0
24.0,689.0,867.0,850.0,607.5
587.0,640.0,452.0,152.0,457.75
847.0,987.0,829.0,979.0,910.5
357.0,958.0,85.0,200.0,400.0
362.0,17.0,690.0,752.0,455.25
202.0,851.0,49.0,608.0,427.5
395.0,765.0,769.0,991.0,730.0
684.0,67.0,645.0,271.0,416.75
99.0,290.0,596.0,546.0,382.75
936.0,845.0,332.0,778.0,722.75
609.0,312.0,276.0,403.0,-50.0
865.0,269.0,223.0,638.0,498.75
100.0,415.0,898.0,98.0,377.75
121.0,643.0,699.0,820.0,570.75
612.0,130.0,444.0,809.0,498.75
394.0,653.0,711.0,822.0,645.0
88.0,742.0,32.0,881.0,435.75
843.0,577.0,301.0,289.0,502.5
73.0,22.0,719.0,160.0,243.5
986.0,84.0,589.0,961.0,655.0
145.0,242.0,999.0,930.0,579.0
639.0,461.0,225.0,150.0,-50.0
268.0,235.0,843.0,81.0,356.75
33.0,89.0,868.0,654.0,411.0
452.0,461.0,263.0,580.0,439.0
691.0,529.0,460.0,308.0,497.0
11.0,244.0,607.0,46.0,227.0
136.0,993.0,570.0,205.0,476.0
44.0,297.0,11.0,373.0,-50.0
860.0,478.0,103.0,515.0,489.0
962.0,973.0,683.0,436.0,763.5
536.0,555.0,274.0,64.0,-50.0
469.0,154.0,72.0,417.0,-50.0
661.0,733.0,219.0,161.0,-50.0
50.0,962.0,53.0,383.0,362.0
902.0,370.0,129.0,302.0,-50.0
213.0,401.0,652.0,937.0,550.75
263.0,437.0,998.0,719.0,604.25
780.0,127.0,294.0,228.0,357.25
131.0,214.0,795.0,882.0,505.5
322.0,566.0,456.0,109.0,363.25
499.0,69.0,936.0,183.0,421.75
771.0,537.0,757.0,535.0,650.0
54.0,352.0,72.0,966.0,361.0
596.0,214.0,174.0,657.0,410.25
959.0,803.0,593.0,750.0,-50.0
329.0,485.0,566.0,480.0,465.0
978.0,751.0,181.0,285.0,548.75
930.0,14.0,769.0,719.0,608.0
88.0,157.0,744.0,549.0,384.5
283.0,955.0,159.0,198.0,398.75
759.0,587.0,69.0,703.0,529.5
238.0,200.0,784.0,873.0,523.75
807.0,466.0,466.0,559.0,574.5
983.0,808.0,237.0,791.0,704.75
347.0,435.0,857.0,83.0,430.5
636.0,173.0,825.0,537.0,542.75
918.0,193.0,3.0,850.0,491.0
349.0,283.0,491.0,58.0,-50.0
902.0,512.0,887.0,268.0,642.25
756.0,202.0,28.0,264.0,312.5
748.0,423.0,947.0,758.0,-50.0
646.0,284.0,941.0,217.0,522.0
927.0,488.0,30.0,851.0,574.0
95.0,940.0,425.0,399.0,464.75
695.0,770.0,401.0,445.0,577.75
28.0,962.0,420.0,58.0,367.0
25.0,21.0,940.0,679.0,416.25
994.0,262.0,16.0,74.0,336.5
555.0,809.0,985.0,305.0,663.5
595.0,691.0,377.0,144.0,451.75
734.0,438.0,741.0,987.0,725.0
689.0,111.0,110.0,830.0,435.0
648.0,607.0,315.0,220.0,447.5
307.0,39.0,769.0,620.0,433.75
486.0,907.0,486.0,55.0,483.5
630.0,544.0,379.0,352.0,476.25
349.0,867.0,605.0,350.0,542.75
970.0,89.0,804.0,80.0,485.75
361.0,197.0,123.0,38.0,179.75
212.0,386.0,331.0,252.0,295.25
208.0,523.0,457.0,142.0,332.5
254.0,562.0,238.0,298.0,338.0
788.0,749.0,979.0,678.0,798.5
562.0,843.0,365.0,465.0,558.75
829.0,417.0,255.0,20.0,380.25
468.0,179.0,669.0,21.0,334.25
310.0,637.0,982.0,310.0,559.75
6.0,265.0,991.0,209.0,367.75
748.0,699.0,228.0,538.0,553.25
924.0,319.0,499.0,93.0,458.75
439.0,694.0,126.0,256.0,-50.0
958.0,766.0,461.0,708.0,723.25
909.0,209.0,715.0,371.0,551.0
760.0,197.0,32.0,941.0,482.5
507.0,509.0,6.0,438.0,365.0
138.0,305.0,443.0,477.0,340.75
980.0,308.0,256.0,164.0,427.0
314.0,466.0,951.0,429.0,540.0
271.0,378.0,896.0,114.0,414.75
957.0,84.0,895.0,5.0,485.25
640.0,556.0,857.0,634.0,671.75
389.0,581.0,393.0,250.0,403.25
420.0,174.0,633.0,147.0,343.5
470.0,16.0,212.0,25.0,180.75
211.0,763.0,511.0,732.0,-50.0
408.0,774.0,143.0,391.0,-50.0
593.0,800.0,229.0,878.0,625.0
735.0,107.0,361.0,268.0,367.75
349.0,544.0,992.0,298.0,545.75
195.0,542.0,237.0,775.0,-50.0
765.0,765.0,308.0,789.0,656.75
300.0,780.0,581.0,416.0,519.25
99.0,643.0,575.0,595.0,478.0
988.0,426.0,457.0,575.0,611.5
17.0,787.0,100.0,283.0,296.75
546.0,913.0,678.0,661.0,699.5
936.0,556.0,842.0,296.0,657.5
125.0,617.0,737.0,367.0,461.5
120.0,209.0,179.0,447.0,238.75
612.0,270.0,203.0,766.0,462.75
581.0,615.0,104.0,449.0,437.25
512.0,810.0,481.0,244.0,511.75
347.0,407.0,442.0,6.0,300.5
221.0,11.0,837.0,359.0,357.0
26.0,110.0,868.0,766.0,442.5
630.0,960.0,523.0,948.0,765.25
285.0,169.0,171.0,740.0,341.25
609.0,385.0,866.0,852.0,678.0
803.0,980.0,911.0,772.0,866.5
844.0,555.0,174.0,332.0,476.25
332.0,903.0,82.0,726.0,510.75
911.0,334.0,204.0,562.0,502.75
683.0,908.0,943.0,338.0,718.0
956.0,692.0,321.0,658.0,-50.0
1.0,436.0,101.0,84.0,155.5
686.0,171.0,713.0,806.0,594.0
632.0,303.0,473.0,385.0,-50.0
548.0,697.0,619.0,598.0,615.5
375.0,938.0,169.0,519.0,500.25
725.0,926.0,429.0,65.0,536.25
860.0,933.0,150.0,977.0,730.0
285.0,371.0,377.0,333.0,341.5
683.0,75.0,788.0,134.0,420.0
820.0,651.0,851.0,348.0,-50.0
279.0,506.0,525.0,989.0,574.75
631.0,917.0,642.0,962.0,788.0
202.0,178.0,471.0,253.0,276.0
79.0,890.0,785.0,99.0,463.25
36.0,235.0,470.0,944.0,421.25
519.0,76.0,992.0,646.0,558.25
252.0,860.0,124.0,948.0,546.0
900.0,616.0,975.0,119.0,652.5
610.0,583.0,702.0,519.0,603.5
128.0,320.0,788.0,291.0,381.75
881.0,735.0,622.0,291.0,632.25
112.0,88.0,363.0,5.0,142.0
992.0,764.0,374.0,649.0,694.75
739.0,93.0,235.0,113.0,295.0
311.0,886.0,683.0,265.0,536.25
32.0,188.0,630.0,796.0,411.5
896.0,656.0,221.0,894.0,666.75
182.0,414.0,548.0,989.0,-50.0
817.0,336.0,16.0,23.0,-50.0
444.0,177.0,113.0,423.0,289.25
401.0,722.0,393.0,109.0,406.25
602.0,389.0,840.0,32.0,465.75
373.0,176.0,82.0,763.0,348.5
260.0,758.0,920.0,155.0,523.25
634.0,84.0,327.0,179.0,306.0
858.0,470.0,106.0,519.0,488.25
297.0,303.0,883.0,922.0,601.25
915.0,927.0,251.0,928.0,755.25
375.0,44.0,601.0,622.0,410.5
157.0,374.0,901.0,893.0,581.25
720.0,913.0,385.0,861.0,719.75
477.0,124.0,655.0,514.0,442.5
152.0,450.0,350.0,992.0,486.0
379.0,596.0,298.0,581.0,463.5
769.0,212.0,906.0,395.0,570.5
72.0,218.0,967.0,679.0,484.0
17.0,281.0,179.0,593.0,267.5
83.0,798.0,109.0,713.0,425.75
479.0,862.0,527.0,233.0,525.25
875.0,430.0,623.0,749.0,669.25
500.0,303.0,794.0,237.0,458.5
653.0,115.0,663.0,22.0,363.25
833.0,131.0,569.0,134.0,416.75
959.0,702.0,583.0,687.0,732.75
7.0,412.0,948.0,20.0,346.75
695.0,93.0,217.0,900.0,476.25
236.0,285.0,283.0,523.0,331.75
356.0,103.0,274.0,279.0,253.0
14.0,426.0,99.0,261.0,200.0
382.0,633.0,223.0,523.0,440.25
849.0,279.0,578.0,995.0,-50.0
32.0,645.0,822.0,119.0,404.5
98.0,859.0,869.0,946.0,693.0
523.0,602.0,390.0,975.0,622.5
664.0,754.0,250.0,186.0,-50.0
353.0,180.0,891.0,940.0,591.0
441.0,988.0,735.0,957.0,780.25
586.0,798.0,724.0,819.0,731.75
260.0,888.0,809.0,249.0,551.5
302.0,850.0,457.0,178.0,446.75
905.0,518.0,537.0,683.0,-50.0
633.0,559.0,727.0,422.0,585.25
391.0,563.0,262.0,649.0,466.25
645.0,830.0,846.0,448.0,692.25
808.0,689.0,871.0,878.0,811.5
742.0,253.0,136.0,494.0,-50.0
975.0,52.0,35.0,662.0,431.0
638.0,88.0,823.0,179.0,-50.0
538.0,964.0,473.0,75.0,512.5
285.0,319.0,959.0,359.0,480.5
110.0,325.0,874.0,620.0,482.25
329.0,305.0,73.0,680.0,346.75
901.0,555.0,744.0,194.0,598.5
933.0,702.0,581.0,277.0,623.25
88.0,372.0,439.0,695.0,398.5
84.0,886.0,950.0,403.0,580.75
430.0,836.0,700.0,269.0,558.75
51.0,97.0,550.0,577.0,318.75
59.0,335.0,955.0,201.0,387.5
777.0,29.0,542.0,76.0,356.0
437.0,772.0,293.0,920.0,605.5
721.0,291.0,825.0,740.0,644.25
422.0,83.0,685.0,14.0,301.0
529.0,309.0,137.0,612.0,396.75
139.0,266.0,980.0,29.0,353.5
676.0,606.0,257.0,231.0,442.5
890.0,788.0,277.0,260.0,553.75
75.0,553.0,773.0,550.0,487.75
352.0,405.0,937.0,314.0,502.0
665.0,851.0,774.0,291.0,645.25
534.0,733.0,937.0,934.0,784.5
344.0,120.0,540.0,474.0,-50.0
128.0,53.0,874.0,941.0,-50.0
155.0,123.0,245.0,597.0,280.0
838.0,858.0,539.0,171.0,601.5
21.0,909.0,939.0,619.0,622.0
413.0,10.0,393.0,688.0,376.0
687.0,960.0,299.0,155.0,525.25
131.0,172.0,228.0,862.0,348.25
756.0,450.0,313.0,796.0,578.75
44.0,82.0,767.0,639.0,383.0
916.0,862.0,272.0,533.0,645.75
754.0,589.0,303.0,661.0,-50.0
287.0,978.0,702.0,862.0,707.25
768.0,602.0,811.0,153.0,583.5
391.0,86.0,87.0,655.0,304.75
323.0,988.0,203.0,377.0,472.75
761.0,276.0,242.0,67.0,-50.0
498.0,476.0,424.0,433.0,457.75
450.0,56.0,257.0,883.0,411.5
43.0,265.0,209.0,641.0,289.5
122.0,530.0,5.0,686.0,335.75
538.0,903.0,897.0,388.0,681.5
456.0,849.0,80.0,728.0,528.25
282.0,117.0,846.0,190.0,358.75
88.0,300.0,286.0,116.0,197.5
562.0,11.0,661.0,188.0,355.5
84.0,365.0,583.0,288.0,330.0
659.0,546.0,825.0,160.0,547.5
56.0,939.0,190.0,297.0,370.5
426.0,383.0,475.0,68.0,338.0
798.0,448.0,890.0,69.0,551.25
880.0,388.0,983.0,405.0,664.0
176.0,378.0,247.0,329.0,282.5
223.0,899.0,219.0,975.0,579.0
502.0,520.0,778.0,534.0,583.5
230.0,21.0,722.0,121.0,273.5
453.0,868.0,119.0,267.0,426.75
625.0,179.0,923.0,542.0,567.25
434.0,547.0,925.0,136.0,510.5
387.0,348.0,245.0,579.0,389.75
288.0,785.0,401.0,507.0,495.25
105.0,391.0,301.0,753.0,387.5
371.0,947.0,502.0,395.0,553.75
989.0,245.0,84.0,627.0,486.25
961.0,226.0,138.0,988.0,-50.0
347.0,176.0,448.0,645.0,404.0
201.0,213.0,618.0,854.0,471.5
966.0,176.0,714.0,87.0,485.75
132.0,634.0,420.0,926.0,528.0
719.0,650.0,410.0,20.0,449.75
897.0,127.0,781.0,190.0,498.75
324.0,279.0,407.0,685.0,423.75
241.0,252.0,249.0,503.0,311.25
1.0,360.0,990.0,389.0,435.0
721.0,486.0,257.0,606.0,517.5
910.0,519.0,221.0,781.0,607.75
265.0,330.0,461.0,139.0,298.75
230.0,425.0,655.0,413.0,430.75
50.0,171.0,716.0,849.0,446.5
620.0,79.0,497.0,20.0,304.0
266.0,129.0,933.0,510.0,459.5
299.0,855.0,108.0,954.0,554.0
912.0,721.0,692.0,690.0,753.75
355.0,825.0,27.0,938.0,536.25
913.0,550.0,506.0,231.0,550.0
790.0,993.0,309.0,733.0,706.25
235.0,18.0,897.0,376.0,381.5
584.0,387.0,944.0,351.0,566.5
656.0,763.0,887.0,503.0,702.25
636.0,210.0,989.0,355.0,547.5
112.0,282.0,145.0,14.0,138.25
921.0,593.0,772.0,915.0,800.25
434.0,957.0,539.0,803.0,683.25
108.0,18.0,812.0,190.0,282.0
566.0,37.0,882.0,391.0,469.0
95.0,822.0,249.0,681.0,461.75
575.0,527.0,115.0,986.0,550.75
560.0,575.0,622.0,421.0,544.5
444.0,635.0,613.0,482.0,543.5
476.0,905.0,471.0,67.0,479.75
351.0,884.0,571.0,341.0,536.75
581.0,656.0,336.0,211.0,446.0
438.0,640.0,278.0,157.0,378.25
452.0,251.0,521.0,394.0,404.5
67.0,586.0,591.0,46.0,322.5
361.0,677.0,157.0,895.0,522.5
141.0,738.0,887.0,316.0,520.5
5.0,731.0,779.0,966.0,620.25
90.0,910.0,644.0,537.0,545.25
990.0,390.0,231.0,831.0,610.5
949.0,854.0,891.0,54.0,-50.0
656.0,656.0,741.0,707.0,690.0
892.0,683.0,362.0,63.0,-50.0
577.0,199.0,704.0,857.0,584.25
191.0,192.0,968.0,468.0,454.75
300.0,718.0,958.0,424.0,600.0
638.0,355.0,448.0,562.0,500.75
181.0,780.0,657.0,583.0,-50.0
800.0,538.0,674.0,925.0,734.25
699.0,492.0,688.0,399.0,569.5
224.0,111.0,143.0,29.0,126.75
988.0,545.0,75.0,960.0,642.0
89.0,930.0,887.0,241.0,536.75
211.0,91.0,816.0,607.0,431.25
795.0,303.0,651.0,717.0,616.5
277.0,473.0,36.0,144.0,-50.0
956.0,835.0,209.0,369.0,592.25
593.0,535.0,990.0,571.0,672.25
120.0,75.0,178.0,130.0,-50.0
925.0,118.0,903.0,915.0,715.25
553.0,685.0,781.0,426.0,611.25
236.0,465.0,281.0,715.0,424.25
676.0,974.0,727.0,321.0,674.5
783.0,520.0,20.0,5.0,332.0
959.0,478.0,227.0,807.0,-50.0
167.0,875.0,733.0,520.0,573.75
940.0,84.0,138.0,10.0,293.0
927.0,980.0,208.0,915.0,757.5
105.0,679.0,332.0,107.0,305.75
628.0,168.0,266.0,747.0,452.25
172.0,238.0,626.0,622.0,414.5
681.0,618.0,654.0,660.0,653.25
70.0,503.0,915.0,580.0,517.0
25.0,21.0,915.0,78.0,259.75
577.0,464.0,297.0,349.0,-50.0
217.0,169.0,720.0,595.0,-50.0
143.0,756.0,461.0,687.0,511.75
890.0,877.0,553.0,450.0,692.5
677.0,853.0,6.0,612.0,537.0
323.0,589.0,139.0,286.0,334.25
517.0,998.0,0.0,393.0,477.0
707.0,812.0,172.0,753.0,611.0
158.0,928.0,607.0,444.0,534.25
925.0,481.0,762.0,224.0,598.0
457.0,823.0,327.0,677.0,571.0
202.0,653.0,563.0,570.0,497.0
577.0,341.0,586.0,473.0,494.25
626.0,991.0,987.0,210.0,703.5
80.0,983.0,927.0,125.0,528.75
471.0,892.0,52.0,562.0,494.25
978.0,802.0,543.0,796.0,779.75
551.0,317.0,349.0,448.0,416.25
205.0,56.0,610.0,643.0,378.5
890.0,688.0,989.0,122.0,672.25
420.0,907.0,673.0,121.0,530.25
270.0,744.0,487.0,142.0,410.75
231.0,702.0,927.0,428.0,572.0
802.0,471.0,506.0,662.0,610.25
859.0,996.0,382.0,456.0,673.25
878.0,644.0,792.0,323.0,659.25
702.0,682.0,448.0,657.0,622.25
