A,B,C,D,AVERAGE
910.0,208.0,335.0,808.0,565.25
673.0,356.0,130.0,827.0,496.5
347.0,407.0,442.0,6.0,300.5
856.0,727.0,994.0,77.0,663.5
609.0,385.0,866.0,852.0,678.0
674.0,384.0,239.0,550.0,461.75
223.0,239.0,10.0,843.0,328.75
10.0,700.0,623.0,302.0,408.75
449.0,390.0,549.0,5.0,348.25
732.0,484.0,134.0,707.0,514.25
400.0,43.0,283.0,998.0,431.0
897.0,593.0,649.0,382.0,630.25
996.0,568.0,56.0,298.0,479.5
95.0,940.0,425.0,399.0,464.75
426.0,945.0,425.0,602.0,599.5
196.0,166.0,728.0,52.0,285.5
731.0,813.0,354.0,789.0,671.75
352.0,405.0,937.0,314.0,502.0
292.0,175.0,532.0,268.0,316.75
507.0,193.0,913.0,639.0,563.0
444.0,252.0,537.0,724.0,489.25
88.0,419.0,252.0,597.0,339.0
98.0,110.0,20.0,912.0,285.0
472.0,350.0,723.0,761.0,576.5
95.0,738.0,677.0,267.0,444.25
104.0,331.0,402.0,348.0,296.25
578.0,496.0,882.0,631.0,646.75
915.0,45.0,77.0,904.0,485.25
194.0,55.0,0.0,41.0,72.5
369.0,989.0,203.0,472.0,508.25
757.0,822.0,79.0,760.0,604.5
557.0,188.0,14.0,374.0,283.25
862.0,721.0,248.0,876.0,676.75
300.0,710.0,536.0,318.0,466.0
529.0,26.0,209.0,59.0,205.75
305.0,375.0,896.0,663.0,559.75
683.0,908.0,943.0,338.0,718.0
767.0,629.0,254.0,55.0,426.25
493.0,582.0,845.0,924.0,711.0
621.0,622.0,624.0,316.0,545.75
884.0,231.0,702.0,406.0,555.75
487.0,475.0,736.0,523.0,555.25
276.0,888.0,896.0,639.0,674.75
356.0,760.0,861.0,614.0,647.75
706.0,400.0,107.0,104.0,329.25
296.0,250.0,737.0,556.0,459.75
525.0,642.0,223.0,613.0,500.75
218.0,869.0,743.0,375.0,551.25
249.0,894.0,257.0,769.0,542.25
42.0,621.0,857.0,813.0,583.25
294.0,567.0,687.0,862.0,602.5
282.0,970.0,529.0,72.0,463.25
886.0,365.0,150.0,310.0,427.75
897.0,235.0,978.0,177.0,571.75
821.0,903.0,397.0,365.0,621.5
283.0,909.0,535.0,378.0,526.25
378.0,268.0,806.0,517.0,492.25
594.0,618.0,241.0,431.0,471.0
400.0,677.0,154.0,74.0,326.25
24.0,29.0,39.0,234.0,81.5
137.0,41.0,482.0,817.0,369.25
736.0,853.0,783.0,603.0,743.75
380.0,731.0,413.0,726.0,562.5
897.0,568.0,60.0,394.0,479.75
446.0,270.0,100.0,256.0,268.0
799.0,554.0,415.0,290.0,514.5
297.0,670.0,727.0,370.0,516.0
65.0,990.0,921.0,968.0,736.0
72.0,598.0,718.0,493.0,470.25
559.0,357.0,154.0,971.0,510.25
311.0,879.0,22.0,64.0,319.0
373.0,160.0,687.0,532.0,438.0
515.0,395.0,619.0,295.0,456.0
843.0,577.0,301.0,289.0,502.5
721.0,346.0,597.0,751.0,603.75
299.0,727.0,337.0,282.0,411.25
464.0,941.0,34.0,681.0,530.0
450.0,781.0,884.0,129.0,561.0
628.0,110.0,135.0,825.0,424.5
695.0,225.0,415.0,938.0,568.25
84.0,905.0,877.0,227.0,523.25
228.0,266.0,501.0,655.0,412.5
454.0,4.0,734.0,937.0,532.25
563.0,446.0,390.0,490.0,472.25
966.0,176.0,920.0,768.0,707.5
489.0,854.0,926.0,248.0,629.25
66.0,638.0,307.0,119.0,282.5
242.0,441.0,882.0,934.0,624.75
682.0,814.0,293.0,978.0,691.75
188.0,453.0,936.0,295.0,468.0
462.0,55.0,523.0,170.0,302.5
872.0,208.0,346.0,389.0,453.75
906.0,11.0,408.0,675.0,500.0
509.0,900.0,283.0,236.0,482.0
961.0,142.0,55.0,802.0,490.0
39.0,140.0,801.0,761.0,435.25
57.0,422.0,90.0,434.0,250.75
171.0,626.0,180.0,557.0,383.5
49.0,373.0,274.0,891.0,396.75
18.0,24.0,648.0,617.0,326.75
398.0,875.0,183.0,783.0,559.75
205.0,304.0,274.0,31.0,203.5
482.0,156.0,797.0,497.0,483.0
949.0,743.0,745.0,722.0,789.75
640.0,853.0,240.0,58.0,447.75
494.0,541.0,547.0,487.0,517.25
721.0,222.0,246.0,494.0,420.75
468.0,827.0,512.0,304.0,527.75
956.0,835.0,209.0,369.0,592.25
157.0,177.0,592.0,99.0,256.25
935.0,312.0,743.0,236.0,556.5
979.0,187.0,394.0,89.0,412.25
332.0,787.0,989.0,960.0,767.0
908.0,926.0,39.0,747.0,655.0
647.0,368.0,713.0,781.0,627.25
916.0,106.0,48.0,164.0,308.5
354.0,301.0,418.0,479.0,388.0
355.0,560.0,889.0,981.0,696.25
830.0,375.0,490.0,234.0,482.25
237.0,93.0,150.0,700.0,295.0
692.0,885.0,228.0,577.0,595.5
148.0,283.0,645.0,271.0,336.75
73.0,688.0,443.0,95.0,324.75
61.0,481.0,717.0,664.0,480.75
174.0,974.0,120.0,394.0,415.5
924.0,976.0,739.0,971.0,902.5
852.0,273.0,720.0,151.0,499.0
27.0,318.0,256.0,854.0,363.75
205.0,595.0,140.0,966.0,476.5
532.0,500.0,346.0,932.0,577.5
518.0,75.0,795.0,743.0,532.75
986.0,530.0,283.0,981.0,695.0
586.0,607.0,129.0,30.0,338.0
901.0,445.0,33.0,477.0,464.0
462.0,402.0,868.0,739.0,617.75
496.0,967.0,162.0,256.0,470.25
742.0,253.0,136.0,494.0,406.25
271.0,213.0,622.0,899.0,501.25
510.0,79.0,18.0,561.0,292.0
957.0,267.0,359.0,285.0,467.0
972.0,812.0,630.0,614.0,757.0
491.0,690.0,533.0,859.0,643.25
377.0,314.0,727.0,153.0,392.75
463.0,316.0,289.0,890.0,489.5
409.0,669.0,92.0,410.0,395.0
732.0,237.0,313.0,393.0,418.75
308.0,755.0,992.0,675.0,682.5
789.0,225.0,216.0,344.0,393.5
917.0,694.0,603.0,7.0,555.25
829.0,57.0,683.0,337.0,476.5
854.0,845.0,543.0,978.0,805.0
661.0,217.0,431.0,978.0,571.75
555.0,646.0,28.0,60.0,322.25
973.0,279.0,633.0,930.0,703.75
947.0,54.0,54.0,985.0,510.0
74.0,844.0,782.0,335.0,508.75
652.0,111.0,455.0,732.0,487.5
505.0,338.0,470.0,322.0,408.75
798.0,600.0,569.0,630.0,649.25
412.0,433.0,15.0,338.0,299.5
198.0,49.0,749.0,434.0,357.5
56.0,673.0,287.0,272.0,322.0
499.0,404.0,759.0,790.0,613.0
397.0,383.0,542.0,396.0,429.5
191.0,4.0,161.0,627.0,245.75
347.0,947.0,209.0,842.0,586.25
764.0,376.0,574.0,476.0,547.5
319.0,473.0,64.0,456.0,328.0
771.0,658.0,833.0,591.0,713.25
213.0,409.0,582.0,859.0,515.75
847.0,491.0,452.0,809.0,649.75
886.0,859.0,253.0,673.0,667.75
112.0,205.0,807.0,868.0,498.0
103.0,316.0,294.0,837.0,387.5
230.0,115.0,56.0,747.0,287.0
219.0,953.0,211.0,944.0,581.75
83.0,693.0,669.0,998.0,610.75
245.0,580.0,283.0,453.0,390.25
172.0,810.0,875.0,407.0,566.0
185.0,307.0,898.0,793.0,545.75
351.0,737.0,213.0,872.0,543.25
817.0,852.0,95.0,120.0,471.0
593.0,800.0,229.0,878.0,625.0
937.0,976.0,633.0,518.0,766.0
473.0,159.0,138.0,621.0,347.75
76.0,562.0,605.0,559.0,450.5
891.0,720.0,279.0,353.0,560.75
475.0,942.0,201.0,93.0,427.75
554.0,611.0,695.0,687.0,636.75
837.0,396.0,726.0,50.0,502.25
174.0,432.0,697.0,263.0,391.5
323.0,573.0,890.0,217.0,500.75
433.0,556.0,82.0,961.0,508.0
441.0,701.0,824.0,77.0,510.75
891.0,323.0,787.0,10.0,502.75
574.0,513.0,568.0,207.0,465.5
474.0,737.0,40.0,404.0,413.75
481.0,569.0,131.0,93.0,318.5
613.0,984.0,742.0,321.0,665.0
880.0,185.0,590.0,705.0,590.0
737.0,294.0,508.0,955.0,623.5
492.0,695.0,137.0,588.0,478.0
340.0,109.0,442.0,309.0,300.0
228.0,257.0,610.0,759.0,463.5
395.0,95.0,206.0,915.0,402.75
383.0,594.0,944.0,506.0,606.75
968.0,781.0,295.0,635.0,669.75
438.0,856.0,992.0,75.0,590.25
236.0,932.0,360.0,625.0,538.25
886.0,635.0,332.0,808.0,665.25
618.0,362.0,699.0,577.0,564.0
805.0,618.0,513.0,242.0,544.5
625.0,680.0,70.0,342.0,429.25
443.0,408.0,127.0,302.0,320.0
429.0,683.0,936.0,85.0,533.25
767.0,751.0,362.0,143.0,505.75
181.0,780.0,657.0,583.0,550.25
914.0,649.0,101.0,9.0,418.25
529.0,419.0,561.0,417.0,481.5
905.0,570.0,307.0,579.0,590.25
189.0,563.0,386.0,135.0,318.25
342.0,593.0,575.0,42.0,388.0
209.0,790.0,809.0,582.0,597.5
461.0,459.0,106.0,0.0,256.5
952.0,268.0,553.0,907.0,670.0
741.0,934.0,198.0,150.0,505.75
55.0,594.0,510.0,96.0,313.75
152.0,473.0,208.0,175.0,252.0
155.0,442.0,91.0,493.0,295.25
153.0,471.0,913.0,216.0,438.25
754.0,705.0,472.0,707.0,659.5
28.0,645.0,993.0,24.0,422.5
679.0,437.0,818.0,390.0,581.0
753.0,237.0,651.0,423.0,516.0
636.0,210.0,989.0,355.0,547.5
562.0,778.0,755.0,249.0,586.0
223.0,984.0,261.0,44.0,378.0
183.0,694.0,683.0,919.0,619.75
278.0,958.0,762.0,418.0,604.0
647.0,238.0,423.0,865.0,543.25
320.0,670.0,594.0,440.0,506.0
502.0,983.0,552.0,553.0,647.5
819.0,662.0,20.0,133.0,408.5
657.0,977.0,5.0,476.0,528.75
382.0,376.0,35.0,654.0,361.75
810.0,72.0,711.0,425.0,504.5
6.0,205.0,678.0,976.0,466.25
772.0,838.0,306.0,812.0,682.0
268.0,606.0,179.0,93.0,286.5
748.0,925.0,520.0,924.0,779.25
754.0,438.0,439.0,118.0,437.25
381.0,778.0,845.0,581.0,646.25
760.0,10.0,631.0,14.0,353.75
698.0,562.0,721.0,3.0,496.0
699.0,823.0,693.0,123.0,584.5
800.0,195.0,246.0,995.0,559.0
27.0,761.0,489.0,962.0,559.75
395.0,763.0,306.0,421.0,471.25
752.0,585.0,117.0,94.0,387.0
402.0,87.0,794.0,823.0,526.5
323.0,444.0,581.0,523.0,467.75
68.0,790.0,588.0,252.0,424.5
587.0,640.0,452.0,152.0,457.75
627.0,714.0,592.0,657.0,647.5
625.0,57.0,305.0,776.0,440.75
270.0,652.0,785.0,38.0,436.25
246.0,990.0,950.0,12.0,549.5
798.0,617.0,236.0,778.0,607.25
514.0,87.0,105.0,936.0,410.5
747.0,147.0,440.0,936.0,567.5
406.0,170.0,505.0,769.0,462.5
64.0,340.0,353.0,795.0,388.0
503.0,948.0,726.0,4.0,545.25
367.0,776.0,903.0,491.0,634.25
234.0,52.0,926.0,168.0,345.0
75.0,279.0,816.0,487.0,414.25
193.0,629.0,255.0,347.0,356.0
39.0,181.0,345.0,814.0,344.75
299.0,133.0,760.0,305.0,374.25
302.0,671.0,395.0,953.0,580.25
812.0,860.0,672.0,104.0,612.0
134.0,586.0,77.0,928.0,431.25
973.0,704.0,789.0,217.0,670.75
903.0,472.0,163.0,862.0,600.0
177.0,195.0,797.0,751.0,480.0
996.0,758.0,522.0,666.0,735.5
762.0,136.0,773.0,914.0,646.25
422.0,914.0,362.0,768.0,616.5
313.0,624.0,659.0,123.0,429.75
886.0,411.0,387.0,25.0,427.25
24.0,390.0,760.0,368.0,385.5
423.0,307.0,439.0,972.0,535.25
876.0,652.0,358.0,462.0,587.0
991.0,209.0,484.0,374.0,514.5
351.0,283.0,205.0,67.0,226.5
315.0,100.0,424.0,458.0,324.25
665.0,851.0,774.0,291.0,645.25
87.0,599.0,192.0,579.0,364.25
176.0,867.0,682.0,856.0,645.25
301.0,435.0,972.0,800.0,627.0
250.0,684.0,518.0,214.0,416.5
926.0,795.0,655.0,562.0,734.5
234.0,311.0,393.0,739.0,419.25
311.0,636.0,673.0,257.0,469.25
617.0,247.0,806.0,823.0,623.25
354.0,227.0,239.0,811.0,407.75
565.0,412.0,67.0,996.0,510.0
399.0,669.0,575.0,798.0,610.25
124.0,121.0,855.0,718.0,454.5
699.0,308.0,494.0,146.0,411.75
838.0,858.0,539.0,171.0,601.5
958.0,766.0,461.0,708.0,723.25
534.0,469.0,195.0,932.0,532.5
392.0,49.0,585.0,471.0,374.25
761.0,648.0,457.0,119.0,496.25
347.0,297.0,490.0,954.0,522.0
709.0,206.0,158.0,513.0,396.5
864.0,26.0,797.0,624.0,577.75
619.0,718.0,524.0,504.0,591.25
520.0,653.0,880.0,571.0,656.0
175.0,772.0,539.0,371.0,464.25
592.0,170.0,873.0,881.0,629.0
239.0,623.0,446.0,220.0,382.0
868.0,337.0,499.0,496.0,550.0
135.0,168.0,984.0,263.0,387.5
494.0,257.0,932.0,715.0,599.5
492.0,987.0,619.0,460.0,639.5
281.0,48.0,482.0,302.0,278.25
700.0,301.0,777.0,425.0,550.75
716.0,738.0,230.0,289.0,493.25
348.0,646.0,422.0,933.0,587.25
841.0,38.0,524.0,87.0,372.5
144.0,44.0,618.0,753.0,389.75
420.0,658.0,287.0,265.0,407.5
498.0,476.0,424.0,433.0,457.75
142.0,693.0,615.0,449.0,474.75
524.0,12.0,492.0,198.0,306.5
482.0,71.0,902.0,949.0,601.0
854.0,196.0,933.0,728.0,677.75
199.0,518.0,751.0,850.0,579.5
870.0,366.0,985.0,642.0,715.75
37.0,683.0,655.0,729.0,526.0
359.0,514.0,460.0,684.0,504.25
512.0,963.0,551.0,172.0,549.5
701.0,492.0,206.0,473.0,468.0
314.0,592.0,973.0,363.0,560.5
972.0,238.0,313.0,814.0,584.25
842.0,594.0,212.0,701.0,587.25
441.0,655.0,559.0,192.0,461.75
22.0,140.0,520.0,705.0,346.75
396.0,307.0,339.0,21.0,265.75
22.0,210.0,840.0,865.0,484.25
617.0,232.0,128.0,485.0,365.5
430.0,464.0,481.0,551.0,481.5
364.0,678.0,631.0,444.0,529.25
580.0,226.0,200.0,755.0,440.25
263.0,502.0,57.0,852.0,418.5
31.0,258.0,565.0,426.0,320.0
774.0,947.0,511.0,316.0,637.0
809.0,186.0,347.0,670.0,503.0
686.0,372.0,511.0,975.0,636.0
830.0,348.0,910.0,507.0,648.75
744.0,293.0,731.0,457.0,556.25
280.0,466.0,869.0,356.0,492.75
367.0,635.0,662.0,540.0,551.0
942.0,847.0,228.0,870.0,721.75
874.0,27.0,174.0,924.0,499.75
149.0,407.0,635.0,532.0,430.75
47.0,909.0,70.0,506.0,383.0
537.0,196.0,999.0,345.0,519.25
316.0,891.0,169.0,964.0,585.0
905.0,709.0,169.0,681.0,616.0
294.0,261.0,280.0,735.0,392.5
968.0,349.0,732.0,640.0,672.25
192.0,332.0,724.0,90.0,334.5
77.0,492.0,304.0,139.0,253.0
396.0,449.0,748.0,22.0,403.75
135.0,554.0,54.0,36.0,194.75
497.0,430.0,754.0,433.0,528.5
474.0,189.0,459.0,828.0,487.5
507.0,469.0,710.0,786.0,618.0
558.0,645.0,680.0,753.0,659.0
334.0,408.0,899.0,483.0,531.0
3.0,582.0,743.0,906.0,558.5
598.0,970.0,999.0,123.0,672.5
779.0,457.0,890.0,802.0,732.0
886.0,10.0,267.0,190.0,338.25
674.0,959.0,721.0,986.0,835.0
660.0,417.0,617.0,585.0,569.75
688.0,90.0,538.0,726.0,510.5
98.0,734.0,706.0,929.0,616.75
366.0,942.0,506.0,914.0,682.0
340.0,532.0,561.0,827.0,565.0
260.0,817.0,876.0,734.0,671.75
871.0,570.0,526.0,808.0,693.75
823.0,605.0,469.0,161.0,514.5
955.0,954.0,378.0,826.0,778.25
894.0,837.0,712.0,110.0,638.25
332.0,446.0,610.0,498.0,471.5
846.0,803.0,515.0,162.0,581.5
247.0,271.0,4.0,526.0,262.0
997.0,197.0,106.0,883.0,545.75
869.0,893.0,952.0,246.0,740.0
241.0,252.0,249.0,503.0,311.25
203.0,32.0,566.0,169.0,242.5
249.0,803.0,725.0,702.0,619.75
136.0,993.0,570.0,205.0,476.0
31.0,148.0,875.0,933.0,496.75
96.0,146.0,817.0,637.0,424.0
259.0,943.0,498.0,788.0,622.0
230.0,202.0,78.0,318.0,207.0
995.0,357.0,549.0,586.0,621.75
695.0,92.0,669.0,362.0,454.5
410.0,43.0,664.0,735.0,463.0
115.0,326.0,68.0,755.0,316.0
498.0,531.0,106.0,167.0,325.5
945.0,738.0,976.0,631.0,822.5
196.0,788.0,9.0,884.0,469.25
438.0,751.0,269.0,255.0,428.25
35.0,295.0,272.0,654.0,314.0
587.0,546.0,283.0,450.0,466.5
608.0,885.0,692.0,930.0,778.75
177.0,677.0,597.0,329.0,445.0
549.0,785.0,780.0,477.0,647.75
944.0,848.0,739.0,939.0,867.5
123.0,47.0,621.0,103.0,223.5
192.0,267.0,994.0,416.0,467.25
547.0,764.0,741.0,842.0,723.5
763.0,187.0,865.0,880.0,673.75
144.0,815.0,792.0,515.0,566.5
602.0,30.0,893.0,352.0,469.25
695.0,763.0,15.0,221.0,423.5
525.0,582.0,939.0,288.0,583.5
467.0,130.0,577.0,27.0,300.25
582.0,349.0,553.0,249.0,433.25
511.0,970.0,151.0,379.0,502.75
2.0,685.0,677.0,959.0,580.75
469.0,143.0,597.0,195.0,351.0
915.0,927.0,251.0,928.0,755.25
526.0,266.0,931.0,864.0,646.75
521.0,897.0,344.0,818.0,645.0
563.0,767.0,484.0,580.0,598.5
34.0,936.0,125.0,914.0,502.25
475.0,340.0,248.0,141.0,301.0
896.0,612.0,569.0,77.0,538.5
242.0,574.0,67.0,387.0,317.5
141.0,256.0,874.0,435.0,426.5
46.0,705.0,397.0,235.0,345.75
130.0,400.0,104.0,925.0,389.75
212.0,386.0,331.0,252.0,295.25
781.0,612.0,529.0,888.0,702.5
471.0,927.0,918.0,281.0,649.25
708.0,785.0,174.0,450.0,529.25
777.0,703.0,505.0,230.0,553.75
552.0,613.0,543.0,717.0,606.25
78.0,352.0,92.0,436.0,239.5
669.0,741.0,226.0,76.0,428.0
999.0,137.0,485.0,435.0,514.0
167.0,533.0,461.0,861.0,505.5
57.0,986.0,156.0,58.0,314.25
891.0,681.0,328.0,681.0,645.25
130.0,558.0,950.0,936.0,643.5
930.0,888.0,258.0,564.0,660.0
898.0,636.0,13.0,385.0,483.0
216.0,59.0,254.0,129.0,164.5
95.0,494.0,891.0,656.0,534.0
464.0,451.0,4.0,917.0,459.0
60.0,270.0,243.0,416.0,247.25
221.0,558.0,332.0,325.0,359.0
882.0,715.0,929.0,260.0,696.5
724.0,496.0,604.0,435.0,564.75
177.0,42.0,613.0,604.0,359.0
788.0,597.0,53.0,723.0,540.25
177.0,390.0,417.0,594.0,394.5
528.0,392.0,196.0,920.0,509.0
569.0,433.0,123.0,144.0,317.25
493.0,319.0,962.0,346.0,530.0
523.0,927.0,42.0,418.0,477.5
732.0,899.0,787.0,594.0,753.0
892.0,561.0,61.0,833.0,586.75
256.0,303.0,710.0,248.0,379.25
457.0,382.0,767.0,870.0,619.0
809.0,280.0,735.0,359.0,545.75
664.0,455.0,904.0,362.0,596.25
60.0,720.0,871.0,957.0,652.0
24.0,689.0,867.0,850.0,607.5
957.0,296.0,318.0,767.0,584.5
952.0,57.0,898.0,819.0,681.5
44.0,342.0,237.0,750.0,343.25
618.0,240.0,118.0,947.0,480.75
223.0,963.0,560.0,854.0,650.0
197.0,126.0,550.0,945.0,454.5
864.0,399.0,786.0,40.0,522.25
571.0,96.0,93.0,867.0,406.75
288.0,313.0,831.0,832.0,566.0
64.0,255.0,604.0,346.0,317.25
883.0,64.0,95.0,366.0,352.0
802.0,444.0,862.0,536.0,661.0
357.0,498.0,45.0,399.0,324.75
227.0,570.0,196.0,864.0,464.25
40.0,74.0,487.0,300.0,225.25
936.0,701.0,635.0,343.0,653.75
136.0,757.0,451.0,135.0,369.75
529.0,894.0,866.0,255.0,636.0
364.0,543.0,800.0,703.0,602.5
172.0,669.0,473.0,187.0,375.25
680.0,365.0,12.0,335.0,348.0
566.0,37.0,882.0,391.0,469.0
764.0,60.0,262.0,703.0,447.25
449.0,309.0,93.0,997.0,462.0
273.0,208.0,356.0,609.0,361.5
182.0,126.0,887.0,13.0,302.0
865.0,727.0,796.0,757.0,786.25
616.0,923.0,233.0,737.0,627.25
622.0,428.0,834.0,70.0,488.5
509.0,515.0,686.0,935.0,661.25
731.0,532.0,406.0,580.0,562.25
796.0,683.0,446.0,964.0,722.25
975.0,7.0,832.0,578.0,598.0
962.0,457.0,31.0,847.0,574.25
451.0,45.0,532.0,857.0,471.25
431.0,627.0,855.0,429.0,585.5
861.0,679.0,960.0,150.0,662.5
5.0,761.0,871.0,446.0,520.75
287.0,204.0,682.0,911.0,521.0
406.0,395.0,621.0,7.0,357.25
44.0,895.0,309.0,286.0,383.5
171.0,732.0,231.0,162.0,324.0
440.0,409.0,522.0,977.0,587.0
195.0,666.0,204.0,332.0,349.25
305.0,4.0,120.0,550.0,244.75
778.0,143.0,729.0,743.0,598.25
0.0,60.0,346.0,171.0,144.25
276.0,20.0,920.0,818.0,508.5
680.0,642.0,926.0,746.0,748.5
585.0,307.0,477.0,856.0,556.25
71.0,401.0,311.0,6.0,197.25
266.0,926.0,193.0,664.0,512.25
377.0,135.0,828.0,537.0,469.25
329.0,241.0,839.0,483.0,473.0
130.0,222.0,21.0,607.0,245.0
854.0,628.0,738.0,588.0,702.0
131.0,214.0,795.0,882.0,505.5
348.0,648.0,470.0,609.0,518.75
228.0,693.0,73.0,181.0,293.75
391.0,104.0,69.0,800.0,341.0
264.0,939.0,456.0,360.0,504.75
763.0,979.0,293.0,537.0,643.0
707.0,542.0,694.0,340.0,570.75
100.0,264.0,937.0,42.0,335.75
766.0,466.0,790.0,152.0,543.5
316.0,277.0,284.0,508.0,346.25
323.0,22.0,717.0,615.0,419.25
461.0,984.0,292.0,467.0,551.0
555.0,886.0,289.0,62.0,448.0
913.0,433.0,299.0,925.0,642.5
958.0,952.0,179.0,170.0,564.75
602.0,901.0,123.0,845.0,617.75
470.0,353.0,500.0,448.0,442.75
759.0,587.0,69.0,703.0,529.5
754.0,582.0,318.0,921.0,643.75
508.0,710.0,307.0,715.0,560.0
10.0,317.0,431.0,525.0,320.75
453.0,136.0,9.0,53.0,162.75
214.0,765.0,481.0,493.0,488.25
605.0,617.0,288.0,517.0,506.75
69.0,614.0,632.0,992.0,576.75
308.0,975.0,596.0,483.0,590.5
45.0,875.0,886.0,378.0,546.0
609.0,299.0,668.0,755.0,582.75
17.0,264.0,993.0,690.0,491.0
519.0,824.0,53.0,305.0,425.25
766.0,326.0,319.0,842.0,563.25
652.0,909.0,434.0,216.0,552.75
438.0,768.0,832.0,134.0,543.0
663.0,395.0,326.0,742.0,531.5
931.0,329.0,35.0,245.0,385.0
707.0,434.0,944.0,504.0,647.25
384.0,115.0,284.0,232.0,253.75
437.0,478.0,408.0,997.0,580.0
537.0,34.0,183.0,645.0,349.75
687.0,565.0,776.0,931.0,739.75
1.0,105.0,761.0,879.0,436.5
646.0,908.0,904.0,14.0,618.0
997.0,922.0,747.0,786.0,863.0
476.0,133.0,792.0,903.0,576.0
915.0,475.0,822.0,665.0,719.25
880.0,756.0,209.0,481.0,581.5
372.0,188.0,362.0,615.0,384.25
1.0,905.0,549.0,498.0,488.25
14.0,749.0,410.0,104.0,319.25
543.0,389.0,604.0,564.0,525.0
912.0,758.0,651.0,915.0,809.0
390.0,50.0,776.0,630.0,461.5
910.0,752.0,794.0,536.0,748.0
645.0,830.0,846.0,448.0,692.25
769.0,765.0,787.0,149.0,617.5
933.0,566.0,594.0,353.0,611.5
614.0,733.0,177.0,345.0,467.25
219.0,154.0,399.0,141.0,228.25
730.0,414.0,889.0,386.0,604.75
200.0,801.0,578.0,572.0,537.75
862.0,51.0,577.0,794.0,571.0
888.0,869.0,804.0,943.0,876.0
138.0,847.0,483.0,550.0,504.5
333.0,775.0,112.0,185.0,351.25
923.0,67.0,393.0,137.0,380.0
177.0,481.0,279.0,571.0,377.0
175.0,666.0,710.0,533.0,521.0
763.0,917.0,72.0,30.0,445.5
237.0,44.0,869.0,986.0,534.0
587.0,126.0,542.0,489.0,436.0
922.0,556.0,876.0,249.0,650.75
311.0,233.0,253.0,470.0,316.75
584.0,783.0,754.0,116.0,559.25
555.0,140.0,338.0,109.0,285.5
455.0,871.0,242.0,759.0,581.75
852.0,958.0,656.0,4.0,617.5
766.0,306.0,673.0,229.0,493.5
534.0,845.0,307.0,597.0,570.75
113.0,913.0,676.0,423.0,531.25
82.0,277.0,14.0,382.0,188.75
319.0,87.0,160.0,927.0,373.25
772.0,76.0,731.0,276.0,463.75
266.0,454.0,205.0,698.0,405.75
232.0,496.0,224.0,675.0,406.75
433.0,266.0,901.0,685.0,571.25
468.0,121.0,663.0,616.0,467.0
961.0,558.0,244.0,0.0,440.75
435.0,474.0,573.0,9.0,372.75
854.0,353.0,115.0,196.0,379.5
926.0,805.0,165.0,2.0,474.5
207.0,226.0,299.0,173.0,226.25
365.0,979.0,368.0,234.0,486.5
339.0,88.0,959.0,552.0,484.5
904.0,908.0,11.0,855.0,669.5
60.0,458.0,878.0,720.0,529.0
586.0,842.0,652.0,550.0,657.5
571.0,596.0,498.0,980.0,661.25
203.0,589.0,829.0,276.0,474.25
247.0,774.0,275.0,694.0,497.5
265.0,330.0,461.0,139.0,298.75
358.0,493.0,963.0,848.0,665.5
645.0,814.0,798.0,297.0,638.5
594.0,6.0,986.0,58.0,411.0
437.0,466.0,433.0,792.0,532.0
963.0,471.0,720.0,584.0,684.5
670.0,14.0,821.0,359.0,466.0
959.0,478.0,227.0,807.0,617.75
136.0,917.0,989.0,837.0,719.75
19.0,413.0,759.0,445.0,409.0
533.0,903.0,719.0,282.0,609.25
868.0,68.0,491.0,172.0,399.75
616.0,244.0,711.0,1.0,393.0
656.0,160.0,364.0,362.0,385.5
281.0,93.0,983.0,750.0,526.75
372.0,142.0,424.0,906.0,461.0
413.0,10.0,393.0,688.0,376.0
412.0,26.0,161.0,135.0,183.5
918.0,271.0,380.0,809.0,594.5
851.0,335.0,36.0,51.0,318.25
66.0,499.0,423.0,779.0,441.75
134.0,861.0,492.0,731.0,554.5
791.0,711.0,714.0,129.0,586.25
110.0,719.0,311.0,969.0,527.25
726.0,948.0,993.0,777.0,861.0
395.0,622.0,812.0,774.0,650.75
678.0,407.0,149.0,768.0,500.5
710.0,175.0,611.0,526.0,505.5
133.0,236.0,801.0,769.0,484.75
124.0,397.0,55.0,202.0,194.5
971.0,242.0,355.0,310.0,469.5
73.0,72.0,466.0,344.0,238.75
398.0,53.0,312.0,724.0,371.75
167.0,518.0,594.0,653.0,483.0
661.0,841.0,98.0,503.0,525.75
995.0,16.0,561.0,983.0,638.75
208.0,680.0,42.0,721.0,412.75
266.0,808.0,660.0,974.0,677.0
849.0,256.0,839.0,837.0,695.25
283.0,748.0,983.0,693.0,676.75
771.0,537.0,757.0,535.0,650.0
492.0,311.0,994.0,309.0,526.5
963.0,195.0,242.0,50.0,362.5
159.0,730.0,313.0,626.0,457.0
439.0,346.0,366.0,222.0,343.25
460.0,230.0,63.0,135.0,222.0
698.0,382.0,516.0,43.0,409.75
923.0,299.0,801.0,938.0,740.25
392.0,267.0,332.0,277.0,317.0
616.0,325.0,571.0,30.0,385.5
577.0,79.0,221.0,300.0,294.25
513.0,340.0,707.0,46.0,401.5
396.0,611.0,484.0,607.0,524.5
941.0,95.0,341.0,697.0,518.5
987.0,798.0,354.0,278.0,604.25
252.0,485.0,222.0,523.0,370.5
16.0,186.0,853.0,147.0,300.5
347.0,191.0,875.0,695.0,527.0
