num_countries,years_school,height,who_am_I
0,0,5.49,adult
6,0,4.57,child
8,2,3.79,child
2,3,4.15,child
9,7,4.73,child
1,0,2.09,child
1,17,5.68,adult
4,2,3.39,child
5,5,4.96,adult
2,14,5.27,adult
0,1,3.48,child
3,13,4.64,child
3,7,5.14,child
5,1,3.78,child
7,5,5.31,adult
2,1,2.6,child
4,14,5.5,child
8,4,4.9,child
3,2,5.41,adult
1,6,5.34,child
9,11,5.83,adult
1,6,5.88,adult
4,13,5.82,child
5,12,5.57,adult
6,12,5.31,child
0,0,2.5,child
4,0,3.04,child
2,7,4.93,child
3,1,5.18,adult
4,14,4.84,child
1,1,2.16,child
9,13,5.53,adult
6,1,2.8,child
3,3,5.03,adult
3,14,5.1,child
6,14,5.59,adult
5,2,3.51,child
8,5,5.06,adult
8,1,5.04,adult
7,9,5.5,child
3,3,4.63,child
8,9,4.45,child
5,6,5.11,child
7,5,4.61,child
9,12,5.3,adult
5,2,3.87,child
5,0,5.28,child
5,18,5.36,child
0,4,4.04,child
1,3,4.81,child
8,0,5.62,adult
1,1,4.95,adult
3,18,5.53,adult
5,0,5.98,adult
2,11,5.73,adult
5,17,5.66,child
2,2,5.36,adult
0,2,3.47,child
1,0,2.8,child
1,0,5.65,adult
3,8,5.42,adult
2,6,5.87,adult
4,9,5.39,adult
1,5,5.47,adult
3,0,5.74,adult
5,15,5.14,adult
4,12,4.51,child
8,12,5.61,adult
7,11,5.33,adult
4,4,5.42,adult
1,12,4.05,child
7,1,5.18,adult
4,14,4.02,child
1,5,5.57,child
8,1,3.77,child
6,6,5.51,adult
6,19,5.32,adult
5,2,4.63,child
6,9,5.68,adult
5,8,5.81,adult
5,12,4.98,child
2,13,5.97,child
2,13,5.45,adult
5,13,5.51,adult
3,6,5.32,adult
5,14,5.52,adult
9,17,5.16,adult
4,3,5.91,adult
0,5,5.61,adult
2,0,2.25,child
3,3,5.36,adult
0,12,5.74,adult
2,1,3.22,child
6,12,5.59,adult
8,2,5.58,child
7,3,4.9,adult
6,1,3.68,child
8,2,5.44,adult
7,10,5.5,adult
1,17,5.48,adult
3,1,5.61,child
5,18,5.48,adult
7,13,5.82,adult
4,13,4.53,child
8,7,5.15,adult
1,1,2.18,child
2,6,4.85,child
0,5,5.22,adult
2,5,5.27,child
3,18,5.54,child
5,0,2.22,child
2,6,5.03,adult
1,4,5.54,child
1,2,3.42,child
8,2,5.68,child
5,10,5.17,adult
4,6,5.62,adult
3,1,2.37,child
7,8,5.31,child
9,8,5.96,adult
4,0,2.69,child
9,0,3.9,child
5,0,2.9,child
7,9,4.9,adult
3,1,4.99,adult
5,1,5.35,adult
3,5,4.11,child
0,15,4.5,child
5,1,2.23,child
3,8,5.79,adult
9,13,5.65,adult
6,1,2.63,child
0,1,3.95,child
9,7,4.11,child
0,0,2.9,child
1,6,5.26,adult
6,6,5.49,adult
1,11,5.36,adult
7,12,5.74,adult
2,4,4.52,child
0,2,3.35,child
5,0,5.17,adult
7,4,5.65,adult
3,3,5.38,adult
0,0,5.77,adult
3,2,5.75,adult
1,18,5.09,child
5,15,5.53,adult
2,12,5.43,adult
9,18,5.03,adult
8,0,6.07,adult
5,0,3.05,child
9,3,5.48,adult
3,0,4.8,child
4,8,5.51,adult
4,0,5.57,adult
0,2,3.83,child
3,1,2.12,child
3,17,5.15,child
4,14,5.61,adult
1,0,4.64,child
3,2,3.07,child
6,19,5.45,adult
2,8,5.92,adult
1,13,5.33,adult
8,18,5.77,adult
5,3,5.21,adult
0,7,5.38,adult
7,0,5.01,adult
9,18,5.79,adult
6,13,5.87,adult
1,9,5.91,adult
1,0,4.67,child
0,1,5.78,adult
6,1,2.55,child
7,11,5.32,adult
0,1,2.63,child
7,10,5.2,child
8,11,5.74,adult
1,8,5.76,adult
5,11,5.12,adult
6,7,5.8,adult
5,1,3.9,child
1,16,5.16,adult
9,7,4.97,adult
7,11,4.42,child
8,6,5.44,adult
0,0,2.92,child
1,2,5.81,adult
5,14,4.43,child
4,4,5.28,adult
0,0,2.81,child
3,0,5.58,child
1,6,6.01,adult
9,6,5.53,child
5,2,3.92,child
8,4,4.5,child
3,6,4.87,child
0,10,5.21,adult
1,2,3.12,child
8,10,5.8,child
9,2,5.74,child
8,12,6.18,adult
6,6,4.39,child
1,0,3.45,child
5,6,5.34,adult
4,1,3.87,child
5,5,5.33,adult
4,2,4.08,child
6,17,5.59,adult
1,8,5.36,adult
8,9,5.13,adult
5,10,5.3,adult
2,3,4.57,child
7,17,5.65,adult
4,17,4.99,child
9,5,4.61,child
8,5,4.82,child
9,2,3.83,child
4,0,5.73,adult
1,11,5.93,adult
1,13,5.11,adult
0,0,3.45,child
3,15,5.19,adult
7,19,4.45,child
0,15,5.45,adult
8,8,5.31,child
9,7,5.98,child
6,3,5.1,adult
8,0,5.4,child
2,1,5.11,adult
4,5,5.25,adult
4,1,2.1,child
1,1,2.88,child
4,3,4.36,child
3,1,2.62,child
3,19,5.29,adult
0,14,6.18,adult
0,17,4.55,child
3,14,4.55,child
0,9,5.68,adult
2,1,3.22,child
3,13,5.55,adult
1,17,5.52,adult
4,12,5.83,adult
6,15,5.49,adult
2,0,4.69,child
1,0,2.83,child
7,2,3.34,child
2,1,2.61,child
7,6,5.02,adult
3,17,5.53,adult
2,11,5.74,adult
4,19,5.2,adult
3,0,2.44,child
6,1,2.17,child
4,15,4.37,child
5,0,4.47,child
5,0,2.41,child
0,1,2.15,child
2,0,5.26,child
6,4,4.55,child
8,5,5.51,adult
6,16,5.81,adult
0,16,5.63,adult
6,17,4.39,child
7,12,5.17,adult
5,3,5.19,adult
7,14,5.61,adult
9,10,4.3,child
4,0,2.19,child
8,15,5.6,adult
9,19,5.39,child
7,8,5.55,adult
9,14,5.66,adult
5,6,5.35,adult
7,9,5.62,adult
3,1,4.97,child
4,9,4.27,child
7,4,5.63,adult
2,9,4.97,adult
1,3,6.06,adult
8,5,4.3,child
4,1,2.77,child
7,1,5.81,child
2,0,2.58,child
7,18,4.92,adult
5,16,5.89,child
7,17,5.97,child
1,1,5.25,adult
7,2,5.1,child
0,11,4.51,child
2,1,2.93,child
9,13,5.76,adult
3,2,5.55,adult
3,3,5.25,child
1,11,4.96,adult
8,13,5.83,adult
5,9,5.46,adult
7,12,5.63,adult
0,1,3.46,child
1,17,5.93,child
3,2,3.71,child
8,8,5.84,child
2,0,5.49,adult
5,0,5.97,child
0,2,5.57,adult
1,15,5.48,adult
6,7,5.93,adult
3,15,5.72,adult
5,7,5.44,adult
8,4,5.09,adult
0,19,5.85,child
4,15,5.68,adult
1,17,5.2,adult
1,10,5.49,child
3,15,5.2,child
0,8,5.91,adult
0,11,4.05,child
7,13,5.3,child
6,18,5.32,adult
8,14,5.72,adult
5,8,6.22,adult
1,6,4.73,adult
0,15,5.47,adult
7,13,5.39,adult
0,19,4.91,child
1,19,5.23,adult
3,19,4.63,child
4,4,5.37,adult
5,6,5.56,adult
1,8,5.14,child
9,0,3.52,child
9,13,5.86,adult
8,3,5.31,adult
2,0,5.58,adult
5,3,6.18,adult
7,0,3.17,child
4,11,5.61,adult
7,13,5.71,adult
7,10,5.52,adult
8,15,5.77,child
0,18,4.69,child
5,2,4.53,child
0,5,5.42,adult
4,17,5.23,adult
4,16,4.17,child
5,11,5.01,adult
9,3,5.38,child
7,4,5.72,adult
7,4,5.33,adult
4,5,5.51,adult
3,2,5.29,child
1,1,2.58,child
1,0,4.95,adult
7,2,3.68,child
6,0,5.76,adult
9,15,5.57,adult
0,0,3.12,child
4,10,5.35,adult
7,0,3.92,child
5,0,3.1,child
3,1,5.35,adult
6,0,3.49,child
5,0,3.69,child
0,3,5.36,adult
2,1,2.9,child
3,18,5.22,adult
1,7,4.78,child
0,11,5.06,child
9,2,3.95,child
3,16,4.7,child
2,19,5.52,adult
1,0,2.83,child
9,13,5.32,adult
0,1,4.73,child
7,8,5.41,adult
3,0,2.36,child
6,12,5.79,adult
8,3,5.56,adult
3,0,2.34,child
3,15,5.71,adult
5,8,5.48,adult
5,4,5.89,child
6,2,5.27,child
3,10,5.87,child
9,9,5.81,adult
4,10,6.19,adult
0,0,4.45,child
7,16,5.87,adult
1,1,3.82,child
1,14,5.19,adult
7,2,3.38,child
1,13,5.69,adult
4,2,3.25,child
6,19,5.47,adult
7,6,5.22,adult
9,14,5.23,adult
0,14,5.76,child
2,19,5.71,child
3,15,5.63,adult
1,1,5.8,adult
5,15,5.4,adult
9,11,5.16,child
5,9,5.63,adult
4,11,5.38,adult
0,0,5.7,adult
5,2,5.13,adult
2,13,5.92,adult
3,1,3.56,child
0,6,5.18,adult
6,1,3.52,child
6,16,4.32,child
5,4,5.42,adult
4,18,5.0,child
2,16,5.64,child
1,8,5.52,adult
4,5,5.11,adult
5,0,5.6,adult
5,11,4.93,adult
4,13,5.81,adult
3,0,2.22,child
9,11,5.56,adult
4,0,3.08,child
8,11,5.29,adult
9,1,3.65,child
8,3,5.21,adult
5,5,5.99,child
3,12,5.34,adult
1,18,5.98,adult
2,11,5.35,adult
3,12,5.37,adult
8,2,3.7,child
6,2,5.51,adult
9,2,4.67,child
9,13,4.25,child
2,5,5.41,adult
6,1,2.09,child
2,7,5.28,adult
5,1,3.29,child
5,3,5.89,adult
2,0,5.8,child
7,3,5.53,adult
7,18,5.85,adult
0,18,5.99,child
4,2,4.83,child
7,10,5.11,child
7,10,4.97,adult
3,3,5.49,adult
4,0,5.36,adult
6,12,4.87,child
5,7,5.44,adult
5,8,5.55,adult
7,16,5.71,adult
3,0,5.28,child
2,1,5.79,adult
2,1,3.67,child
2,1,3.19,child
2,1,3.81,child
8,2,3.32,child
3,1,5.48,adult
3,1,2.25,child
3,7,5.38,child
3,17,5.71,adult
0,0,2.51,child
6,17,5.79,child
2,2,3.54,child
5,19,5.62,adult
0,3,5.43,adult
3,19,5.54,adult
9,6,5.86,child
6,1,3.6,child
5,0,2.93,child
0,18,5.77,adult
7,0,3.86,child
5,6,6.08,adult
2,6,4.97,adult
9,12,5.21,adult
1,1,3.0,child
2,1,3.2,child
3,2,4.61,child
3,19,5.14,adult
9,8,4.75,child
4,14,5.83,adult
2,2,5.67,child
0,0,3.1,child
9,18,5.74,adult
1,7,5.26,child
2,15,5.12,adult
1,2,5.15,adult
1,0,2.84,child
7,16,5.73,adult
5,0,3.27,child
1,0,3.66,child
6,12,5.98,adult
4,0,5.69,adult
4,10,5.2,adult
4,14,5.52,adult
2,0,2.42,child
2,3,5.68,adult
9,15,5.34,adult
4,2,3.72,child
7,19,5.58,adult
8,2,3.44,child
3,16,5.15,adult
6,1,3.64,child
5,12,4.07,child
0,0,2.47,child
9,12,4.18,child
1,3,5.92,adult
6,1,2.06,child
2,3,5.96,child
2,16,5.6,adult
4,0,3.37,child
4,13,5.21,adult
9,13,5.57,adult
2,1,3.38,child
3,1,2.94,child
9,1,3.13,child
6,16,5.89,adult
4,12,5.23,adult
3,19,5.56,adult
9,15,5.54,adult
5,10,5.62,adult
9,0,3.73,child
9,16,4.24,child
3,19,5.48,adult
2,1,5.46,child
4,9,5.71,adult
1,2,5.25,child
6,16,5.12,adult
2,0,3.98,child
1,12,4.51,child
5,2,3.13,child
2,1,3.82,child
1,2,3.06,child
9,2,3.94,child
0,2,3.8,child
6,1,5.33,adult
9,19,4.13,child
8,0,5.81,adult
0,5,4.92,child
2,18,4.24,child
0,0,2.03,child
4,0,6.33,adult
1,15,5.19,child
9,11,5.86,adult
1,6,5.99,adult
1,15,5.47,child
2,13,5.63,adult
4,1,3.95,child
6,0,3.52,child
8,17,4.21,child
7,1,3.35,child
0,0,3.25,child
9,2,5.59,adult
6,1,2.59,child
8,11,5.67,child
8,2,3.38,child
2,0,3.63,child
1,15,5.8,adult
0,13,5.29,adult
8,12,5.91,adult
8,0,3.67,child
5,1,2.37,child
5,3,5.43,adult
5,11,5.27,adult
5,0,2.98,child
4,0,3.09,child
8,8,5.39,adult
8,0,5.64,adult
3,13,5.75,adult
9,7,4.89,child
0,9,5.53,adult
3,0,3.65,child
8,19,6.03,adult
2,14,5.96,adult
5,1,2.79,child
9,8,5.47,adult
6,5,5.75,adult
3,1,2.82,child
1,8,5.45,adult
2,0,4.2,child
6,9,5.57,adult
4,17,4.19,child
6,2,3.26,child
7,1,3.24,child
7,7,5.42,adult
1,0,2.84,child
8,12,5.48,adult
7,8,5.57,child
1,16,5.1,child
2,10,5.46,adult
0,7,5.8,child
3,0,2.61,child
4,5,5.71,adult
8,1,5.11,adult
2,2,3.46,child
7,13,5.44,adult
8,7,5.39,adult
9,18,5.54,adult
6,15,5.8,adult
2,5,5.49,adult
3,1,3.85,child
1,13,5.3,child
7,2,3.66,child
6,19,4.02,child
4,8,5.82,adult
0,1,6.22,adult
1,10,5.53,adult
6,13,4.45,child
5,0,3.86,child
9,1,5.34,adult
0,0,2.16,child
0,2,3.72,child
3,2,5.65,adult
9,7,6.08,adult
8,3,5.19,adult
8,0,5.14,adult
3,1,2.1,child
3,3,5.78,adult
2,6,5.4,adult
5,3,5.74,adult
2,9,5.24,adult
3,8,5.05,adult
5,9,5.2,adult
8,6,4.46,child
5,8,4.33,child
1,4,4.89,adult
6,4,4.44,child
2,4,5.44,child
5,17,5.29,adult
2,10,4.95,adult
7,18,5.86,adult
8,8,5.23,adult
1,7,5.44,adult
0,1,5.62,adult
3,7,5.51,adult
0,9,4.63,child
3,1,5.75,adult
5,0,3.45,child
8,10,4.88,adult
4,1,2.18,child
4,1,5.34,adult
7,0,3.7,child
7,16,5.83,child
2,12,6.48,adult
0,19,5.01,child
2,0,3.75,child
6,14,4.9,child
9,9,4.09,child
1,7,5.22,adult
6,19,5.87,adult
9,19,4.08,child
4,8,5.38,child
5,12,5.58,child
1,1,2.76,child
0,12,4.36,child
2,9,5.36,adult
8,0,3.98,child
5,10,4.86,child
2,15,5.68,adult
9,15,5.04,adult
2,3,5.03,child
8,15,5.67,child
8,2,3.79,child
4,9,5.8,adult
1,7,6.0,adult
5,0,3.71,child
9,0,3.09,child
1,16,4.07,child
5,0,5.89,adult
8,0,3.01,child
9,15,5.92,child
6,3,5.11,child
3,7,6.46,adult
9,4,5.79,child
2,17,5.69,adult
5,1,6.21,adult
4,11,5.39,adult
5,9,5.18,adult
7,11,6.05,adult
8,1,3.9,child
0,0,2.62,child
6,4,5.0,child
7,13,5.47,adult
5,18,5.8,adult
4,4,5.88,child
2,8,4.21,child
7,5,5.39,adult
1,8,4.59,child
2,11,5.71,adult
0,9,5.97,adult
5,2,3.68,child
6,13,5.81,adult
1,5,5.47,adult
3,1,2.57,child
5,7,4.84,child
5,11,5.73,adult
1,1,2.36,child
0,18,5.04,adult
6,1,2.44,child
9,4,5.48,adult
2,12,5.61,adult
6,11,4.76,adult
3,2,3.18,child
1,7,5.38,adult
4,1,4.81,child
3,13,5.9,child
4,16,5.07,adult
5,2,3.99,child
7,0,3.09,child
3,14,5.48,adult
1,9,5.66,adult
0,2,5.51,child
4,11,5.29,adult
4,3,5.3,adult
9,0,3.94,child
7,9,5.25,adult
2,19,5.72,child
7,14,4.52,child
3,0,2.69,child
2,3,5.16,adult
0,8,6.15,adult
5,1,3.13,child
0,9,4.44,child
5,12,5.12,adult
9,10,5.69,adult
3,4,5.06,adult
5,2,5.49,adult
4,18,5.55,child
9,14,5.56,adult
9,2,4.0,child
8,4,5.49,adult
4,17,5.84,child
5,18,5.34,adult
2,6,5.96,adult
4,0,2.9,child
2,0,2.73,child
9,12,5.72,adult
7,5,4.08,child
5,16,5.71,adult
2,16,4.49,child
9,7,5.91,child
6,1,3.69,child
5,11,5.58,adult
1,3,5.43,adult
2,5,5.64,adult
7,3,5.56,adult
9,2,3.93,child
0,0,2.95,child
0,4,4.8,adult
0,6,5.43,adult
3,19,5.31,adult
5,1,2.7,child
6,16,5.66,adult
6,1,3.07,child
0,1,2.37,child
7,7,5.69,adult
1,1,3.42,child
3,3,5.66,adult
2,14,5.68,adult
1,0,2.31,child
9,0,5.98,child
0,2,3.73,child
1,14,5.8,adult
5,0,2.06,child
2,7,5.46,adult
7,14,5.47,adult
2,6,5.16,adult
0,0,2.92,child
9,2,3.76,child
5,14,5.95,adult
4,4,5.23,adult
2,13,5.95,adult
0,3,5.95,child
8,12,5.31,child
5,17,4.84,child
5,7,5.95,child
5,8,5.69,adult
9,0,5.44,adult
5,15,4.09,child
7,15,5.32,adult
7,14,5.58,adult
2,1,3.74,child
5,18,5.92,adult
6,6,5.8,child
5,6,5.66,adult
3,18,4.21,child
1,1,2.26,child
1,10,5.74,adult
8,2,5.34,adult
4,0,3.4,child
8,1,3.43,child
9,0,3.09,child
5,15,4.9,child
5,6,5.98,adult
4,1,2.81,child
0,12,4.74,child
7,12,5.51,child
1,0,2.28,child
8,7,5.18,adult
5,5,5.33,adult
9,12,5.37,adult
1,10,5.87,adult
6,10,4.82,child
3,0,2.38,child
8,19,5.46,adult
6,0,2.69,child
3,13,4.66,child
8,7,5.99,child
3,9,5.42,adult
2,1,5.35,adult
0,3,5.32,child
4,0,3.87,child
8,2,5.58,adult
3,17,5.4,adult
7,2,3.46,child
2,19,5.44,adult
0,6,5.43,adult
0,6,5.88,adult
5,15,4.22,child
6,14,5.43,child
3,2,3.05,child
3,5,5.14,adult
7,18,5.14,adult
3,1,2.62,child
1,6,5.6,adult
2,5,5.51,adult
5,0,2.95,child
0,13,5.63,adult
3,18,5.13,child
7,0,3.13,child
0,12,6.11,adult
2,0,2.74,child
3,0,2.87,child
6,1,2.88,child
1,16,5.58,adult
2,11,5.07,adult
6,17,5.29,adult
3,1,4.57,child
7,4,5.64,adult
4,10,5.42,adult
0,3,5.4,adult
4,18,4.06,child
9,9,5.12,child
3,6,4.13,child
9,3,5.7,adult
1,14,5.39,adult
3,1,2.58,child
8,15,5.55,adult
2,10,5.16,adult
1,5,5.48,child
1,0,4.28,child
9,0,4.99,adult
2,13,4.32,child
3,0,2.38,child
7,6,5.81,child
9,18,5.02,adult
4,8,5.57,adult
7,5,5.45,adult
6,0,5.5,child
7,19,4.89,child
2,2,5.2,adult
5,0,2.14,child
0,1,2.83,child
6,10,5.29,adult
6,3,6.05,adult
5,1,2.21,child
2,15,5.89,adult
9,12,5.56,adult
2,1,5.56,adult
5,1,4.61,child
2,12,5.15,child
5,8,5.42,adult
0,1,2.38,child
5,0,3.54,child
6,7,5.33,adult
1,10,4.11,child
1,2,3.26,child
1,0,3.37,child
8,2,5.45,adult
0,15,5.42,adult
5,13,5.37,adult
1,3,5.61,adult
7,4,5.39,adult
5,0,3.32,child
2,15,5.05,child
6,12,5.97,adult
8,2,3.01,child
6,11,4.18,child
1,1,2.41,child
5,1,6.16,adult
4,14,5.71,adult
8,14,5.45,adult
3,11,5.62,adult
0,5,5.65,adult
1,0,5.64,adult
0,10,5.67,adult
8,11,5.46,child
4,13,4.28,child
1,2,5.43,adult
6,1,2.84,child
3,4,5.08,child
6,1,3.11,child
0,9,5.56,adult
1,3,4.92,child
3,1,5.27,child
7,1,3.03,child
6,6,5.74,adult
6,19,5.2,adult
2,7,6.11,adult
8,3,5.95,adult
0,14,5.06,adult
9,19,5.31,adult
0,1,2.53,child
5,2,5.26,adult
4,17,5.83,child
1,1,3.49,child
3,6,5.69,adult
6,0,2.18,child
5,12,5.58,adult
5,1,3.72,child
4,0,3.41,child
9,3,5.35,adult
4,0,5.71,child
0,7,5.85,adult
4,15,5.58,adult
3,9,5.49,adult
1,1,2.77,child
3,4,4.48,child
5,12,5.94,adult
9,2,3.87,child
8,13,5.31,child
4,4,5.58,adult
4,17,4.7,child
5,5,5.44,adult
1,8,5.26,adult
8,19,5.52,adult
5,1,2.81,child
5,0,2.44,child
8,16,5.13,child
0,0,2.03,child
3,19,4.96,child
1,0,3.33,child
9,12,5.72,child
7,8,4.52,child
0,1,2.1,child
0,0,2.85,child
2,1,4.0,child
8,18,5.73,adult
6,9,4.92,adult
7,0,5.39,adult
0,6,5.52,child
3,2,6.16,adult
8,9,6.03,adult
7,14,4.77,child
1,1,3.44,child
1,1,2.23,child
2,0,5.58,adult
4,11,5.49,adult
2,7,6.04,adult
3,11,4.92,child
1,1,2.97,child
1,3,5.79,adult
7,19,5.96,child
8,17,5.19,adult
4,1,2.92,child
9,13,6.01,adult
9,18,5.79,adult
1,2,3.33,child
4,7,5.52,child
2,3,5.56,adult
2,0,3.39,child
7,15,5.19,adult
5,14,5.12,child
3,10,5.75,adult
7,17,5.21,adult
7,6,5.14,adult
4,3,5.42,adult
8,1,5.78,child
8,1,5.95,child
4,0,3.74,child
5,9,5.09,adult
2,19,6.0,adult
4,1,3.23,child
0,16,4.24,child
6,0,2.2,child
0,11,5.58,child
7,6,5.3,adult
5,17,4.87,child
1,19,5.71,adult
8,14,5.39,child
1,10,4.4,child
8,2,3.32,child
7,7,5.34,adult
9,15,5.48,adult
1,16,4.16,child
6,6,5.93,child
0,6,4.94,child
0,18,5.52,adult
1,4,5.47,child
0,0,2.99,child
8,5,5.4,child
1,0,2.62,child
9,1,3.4,child
9,13,5.53,adult
6,1,5.1,child
1,11,5.38,adult
0,0,3.95,child
8,0,3.44,child
5,6,5.82,adult
7,2,5.68,adult
9,13,5.11,adult
0,2,5.36,adult
1,2,3.6,child
3,0,3.7,child
6,15,5.69,adult
8,3,5.73,adult
1,1,2.7,child
5,17,5.74,adult
3,13,5.4,adult
7,12,5.39,adult
5,0,5.74,child
8,2,3.92,child
5,0,3.15,child
1,0,2.49,child
1,10,5.57,adult
8,2,3.29,child
1,0,2.91,child
4,11,5.41,adult
5,1,3.85,child
2,15,4.74,child
1,15,5.56,adult
8,8,4.7,child
3,8,5.32,adult
8,0,3.78,child
6,2,5.43,adult
1,1,5.88,child
4,12,5.72,adult
0,0,5.87,child
2,14,5.7,adult
3,5,4.32,child
2,1,2.95,child
4,11,5.38,adult
3,19,5.79,adult
8,13,5.95,child
0,8,5.28,adult
4,1,3.85,child
7,6,5.26,adult
8,2,5.38,adult
2,0,3.8,child
5,11,5.26,adult
8,10,4.6,child
0,19,5.16,adult
7,2,3.29,child
5,9,5.03,child
5,1,5.9,child
2,0,3.19,child
5,1,2.11,child
5,16,5.14,adult
4,3,5.59,adult
7,16,4.94,adult
3,7,5.01,adult
8,11,5.32,adult
8,5,5.28,adult
2,2,3.85,child
9,19,5.61,adult
2,13,5.4,adult
1,0,2.25,child
5,0,5.26,adult
2,17,4.45,adult
3,17,4.78,child
2,8,5.44,adult
4,19,4.15,child
5,5,4.96,adult
7,6,5.89,adult
4,0,3.84,child
6,1,3.87,child
4,0,2.99,child
2,15,5.27,child
6,9,4.75,child
8,15,5.42,adult
8,18,5.59,adult
3,18,5.92,child
8,2,4.82,adult
9,15,4.11,child
8,8,6.0,adult
7,19,5.3,child
3,0,2.25,child
8,12,5.53,child
5,8,5.97,adult
1,9,5.35,adult
4,5,5.74,adult
0,2,3.27,child
9,5,5.05,child
2,2,3.98,child
4,1,2.75,child
3,14,5.59,adult
0,0,2.45,child
3,4,4.87,child
6,1,2.92,child
4,0,3.53,child
3,11,5.41,adult
1,2,3.61,child
5,4,5.55,adult
3,11,5.54,adult
7,18,4.8,child
5,15,4.28,child
3,7,5.79,child
0,16,5.71,adult
2,6,5.19,adult
1,0,5.12,child
7,4,6.05,adult
8,18,5.53,adult
9,1,4.24,child
5,1,2.4,child
8,10,5.96,adult
5,1,2.1,child
6,0,6.02,adult
5,5,4.67,adult
7,13,5.43,adult
2,9,5.11,adult
3,1,2.28,child
6,16,4.92,child
6,6,5.52,adult
6,6,5.44,adult
5,4,5.38,child
8,6,5.15,adult
8,1,4.69,child
0,2,3.03,child
7,10,5.34,adult
0,3,4.46,child
1,17,5.5,adult
0,1,2.62,child
1,6,4.56,child
3,10,4.4,child
6,0,5.07,child
6,1,2.05,child
0,13,5.39,adult
4,1,3.03,child
5,12,5.56,adult
9,16,5.28,adult
3,10,5.65,adult
2,2,3.25,child
9,2,3.69,child
0,9,5.46,adult
3,2,4.58,child
6,5,5.95,adult
5,16,5.4,adult
2,8,5.38,adult
0,1,6.03,adult
8,2,3.52,child
2,9,5.21,child
5,0,2.43,child
4,4,4.39,child
4,0,2.62,child
9,3,5.05,adult
2,8,5.28,adult
9,1,5.5,child
0,0,2.63,child
4,8,5.99,adult
6,3,6.14,adult
5,1,2.25,child
7,3,4.61,child
4,19,4.55,child
1,13,5.77,adult
4,8,5.65,adult
0,0,2.97,child
3,1,2.48,child
2,9,5.04,adult
5,12,5.54,adult
4,0,2.14,child
7,2,5.71,adult
8,9,5.55,adult
6,0,2.9,child
3,7,5.39,adult
8,1,3.1,child
4,1,3.68,child
9,13,5.62,adult
9,15,5.97,child
2,0,3.6,child
6,8,5.48,child
8,19,5.42,adult
0,15,5.15,adult
9,15,5.06,child
3,6,4.96,child
7,16,5.4,adult
3,0,3.16,child
8,0,3.56,child
6,18,5.29,adult
7,11,5.13,adult
7,10,4.55,child
0,2,5.49,adult
6,0,5.98,adult
4,0,5.91,adult
8,18,5.65,adult
5,8,5.59,adult
6,8,5.41,adult
5,17,5.3,adult
9,8,5.9,adult
7,0,3.91,child
0,1,3.77,child
8,4,4.16,child
6,2,3.95,child
5,0,3.37,child
8,9,5.48,adult
7,9,5.9,child
0,18,4.2,child
0,5,6.1,adult
5,19,5.7,adult
6,17,5.29,adult
0,15,5.52,adult
3,5,5.37,adult
3,7,5.86,adult
0,4,4.25,child
6,0,2.29,child
8,3,5.32,adult
1,1,2.63,child
8,8,5.74,adult
5,0,3.65,child
4,4,5.25,adult
0,15,5.57,adult
3,18,5.49,adult
6,1,2.72,child
6,18,4.99,child
4,9,4.68,child
1,1,5.61,adult
6,8,5.31,adult
2,1,3.29,child
6,4,4.98,child
4,1,2.89,child
0,11,5.56,adult
8,14,5.61,adult
7,15,5.3,child
6,7,6.03,adult
1,1,4.0,child
7,0,4.71,child
5,1,2.11,child
2,2,4.57,child
1,0,2.19,child
2,1,2.99,child
6,5,5.49,adult
0,6,4.95,adult
2,0,3.45,child
4,18,4.66,child
6,0,2.97,child
2,15,6.14,adult
7,0,5.03,adult
6,1,3.62,child
3,5,5.25,child
1,0,3.64,child
8,4,5.71,adult
2,12,4.88,adult
5,5,4.19,child
4,1,2.03,child
6,11,4.86,child
3,12,5.67,adult
6,10,5.64,child
2,6,5.72,adult
4,7,5.52,adult
0,4,5.3,adult
7,3,5.63,child
4,9,5.25,adult
6,1,3.1,child
6,0,3.09,child
4,15,5.15,adult
2,11,4.51,child
3,0,5.33,child
4,11,5.39,child
4,18,5.08,adult
2,1,2.66,child
4,9,5.91,adult
5,0,2.2,child
7,4,5.23,adult
9,11,5.26,adult
1,0,2.99,child
8,7,5.42,adult
6,1,2.19,child
7,16,5.5,adult
2,2,3.16,child
3,5,5.7,adult
3,19,5.22,adult
5,2,3.39,child
9,10,4.6,child
8,0,3.97,child
1,1,5.78,child
4,0,2.49,child
0,9,5.47,adult
8,2,3.22,child
1,16,5.86,child
2,15,5.73,adult
6,1,3.08,child
6,8,5.89,child
3,16,5.63,child
2,12,5.08,child
3,3,5.74,adult
6,8,5.5,adult
9,0,3.38,child
2,14,5.89,child
9,13,5.9,adult
9,0,5.59,adult
1,0,3.72,child
9,13,5.29,adult
1,1,2.03,child
1,2,3.94,child
4,5,5.51,adult
2,12,4.69,child
6,1,2.6,child
5,6,6.04,adult
4,18,5.74,adult
9,11,5.7,adult
4,0,5.54,child
7,9,5.45,adult
8,14,5.59,child
6,10,5.63,adult
0,7,5.23,adult
7,14,5.66,adult
6,1,2.68,child
7,7,5.37,adult
2,1,3.93,child
1,15,4.85,child
0,0,3.36,child
5,17,5.64,adult
0,6,5.32,adult
3,7,5.4,adult
4,1,2.17,child
8,12,5.5,adult
9,0,5.78,adult
6,13,5.28,adult
1,12,5.4,adult
4,19,4.83,adult
